Amazon_SKU,Name,price,rating,number_of_reviews,stock,url,UUID
B097G7RBSZ,"GIGABYTE GeForce RTX 3070 Ti Gaming OC 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 256-bit GDDR6X, GV-N307TGAMING OC-8GD Video Card ",Not available,5.0,3,out of stock,https://www.amazon.com/GIGABYTE-Graphics-WINDFORCE-GV-N307TGAMING-OC-8GD/dp/B097G7RBSZ/ref=sr_1_12?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-12,b5b3b06d-73c4-44e8-9338-34ac8baecc77
B098TZ3RMZ,"GIGABYTE GeForce RTX 3080 Gaming OC 10G (REV2.0) Graphics Card, 3X WINDFORCE Fans, LHR, 10GB 320-bit GDDR6X, GV-N3080GAMING OC-10GD REV2.0 Video Card ",Not available,5.0,1,out of stock,https://www.amazon.com/GIGABYTE-GeForce-Graphics-WINDFORCE-GV-N3080GAMING/dp/B098TZ3RMZ/ref=sr_1_18?dchild=1&keywords=3080+Graphics+Card&qid=1634071437&sr=8-18,42ad9415-8e50-4ff0-81ec-afeba501caf4
B083GS45CR,"GIGABYTE GeForce RTX 3090 Vision OC 24G Graphics Card, 3X WINDFORCE Fans, 24GB 384-bit GDDR6X, GV-N3090VISION OC-24GD Video Card ",Not available,4.2,10,out of stock,https://www.amazon.com/Cartoon-Octopus-Anti-Skid-Bedroom-Kitchen/dp/B083GS45CR/ref=sr_1_15?dchild=1&keywords=3090+Graphics+Card&qid=1634071438&sr=8-15,59c281cf-2402-43a3-8171-b427ee5d73d5
B09BWZH46V,"GIGABYTE Radeon RX 6600 XT Gaming OC 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, GV-R66XTGAMING OC-8GD Video Card ",Not available,1.0,1,out of stock,https://www.amazon.com/GIGABYTE-Graphics-WINDFORCE-GV-R66XTGAMING-OC-8GD/dp/B09BWZH46V/ref=sr_1_18?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-18,8c7e5f3b-48a6-48ce-998d-a33bca7818a3
B096J1VD14,Gigabyte GeForce RTX 3080 Gaming OC Graphics Card 10GB GDDR6X PCIe 4.0 RGB Fusion 2.0 Triple-Fan WINDFORCE 3X Cooling 2X HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,2399.99,1.0,5,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04279611V1Q4EJ0OIAGA&url=%2FGigabyte-Graphics-Triple-Fan-WINDFORCE-DisplayPort%2Fdp%2FB096J1VD14%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1634071439%26sr%3D8-22-spons%26psc%3D1&qualifier=1634071439&id=6294498324723023&widgetName=sp_btf,588ffa0e-47f5-495b-a959-f17c0b417163
B08HJRF2CN,"Gigabyte GeForce RTX 3090 GAMING OC 24G Graphics Card, 3x WINDFORCE Fans, 24GB 384-Bit GDDR6X, GV-N3090GAMING OC-24GD Video Card ",Not available,3.9,18,out of stock,https://www.amazon.com/Gigabyte-Graphics-WINDFORCE-GV-N3090GAMING-OC-24GD/dp/B08HJRF2CN/ref=sr_1_10?dchild=1&keywords=3090+Graphics+Card&qid=1634071438&sr=8-10,2836b4aa-61e6-4244-aabc-a77c26dbb459
B09GHZGD5X,MSI Gaming GeForce RTX 3060 Ti LHR Version Graphics Card 8GB GDDR6 PCIe 4.0 Dual-Fan Ampere Architecture Torx Fan 4.0 Zero Frozr 1 x HDMI 3x DisplayPort 1.4a w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,949.99,4.6,5,Only 10 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0975377GW3UW3UOTTA&url=%2FGraphics-Dual-Fan-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09GHZGD5X%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1634071439%26sr%3D8-21-spons%26psc%3D1&qualifier=1634071439&id=6294498324723023&widgetName=sp_btf,b6c4fc15-4730-4b0b-9194-f24b8d0fc563
B09GHZGD5X,MSI Gaming GeForce RTX 3060 Ti LHR Version Graphics Card 8GB GDDR6 PCIe 4.0 Dual-Fan Ampere Architecture Torx Fan 4.0 Zero Frozr 1 x HDMI 3x DisplayPort 1.4a w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,949.99,4.6,5,Only 10 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09382251XJX5VXDW3X7Y&url=%2FGraphics-Dual-Fan-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09GHZGD5X%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3D3060%2BGraphics%2BCard%26qid%3D1634071434%26sr%3D8-16-spons%26psc%3D1&qualifier=1634071434&id=2088429161560111&widgetName=sp_mtf,b6c4fc15-4730-4b0b-9194-f24b8d0fc563
B09GHZGD5X,MSI Gaming GeForce RTX 3060 Ti LHR Version Graphics Card 8GB GDDR6 PCIe 4.0 Dual-Fan Ampere Architecture Torx Fan 4.0 Zero Frozr 1 x HDMI 3x DisplayPort 1.4a w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,949.99,4.6,5,Only 10 left in stock - order soon.,https://www.amazon.com/Graphics-Dual-Fan-Architecture-DisplayPort-Mytrix_HDMI/dp/B09GHZGD5X/ref=sr_1_7?dchild=1&keywords=3060+Graphics+Card&qid=1634071434&sr=8-7,b6c4fc15-4730-4b0b-9194-f24b8d0fc563
B097MYTZMW,MSI Gaming GeForce RTX 3070 LHR 8GB GDRR6 256-Bit HDMI/DP Nvlink Torx Fan 4 RGB Ampere Architecture OC Graphics Card (RTX 3070 Gaming Z Trio 8G LHR) ,1185.0,4.5,2,out of stock,https://www.amazon.com/MSI-GeForce-RTX-3070-Architecture/dp/B097MYTZMW/ref=sr_1_3?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-3,e05ecefd-1cd4-4235-be7f-bc97c6de1998
B0995S7548,MSI Gaming GeForce RTX 3080 LHR 10GB GDRR6X 320-Bit HDMI/DP Nvlink Torx Fan 4 RGB Ampere Architecture OC Graphics Card (RTX 3080 Gaming Z Trio 10G LHR) ,1868.0,4.1,8,Only 18 left in stock - order soon.,https://www.amazon.com/MSI-GeForce-RTX-3080-LHR/dp/B0995S7548/ref=sr_1_3?dchild=1&keywords=3080+Graphics+Card&qid=1634071437&sr=8-3,32bb0177-f842-4f14-87ef-cd6bd351d3d6
B09F3W9RZK,MSI Gaming GeForce RTX 3080 OC Ventus 3X LHR Graphics Card 10GB GDRR6X 320-Bit PCI Express 4.0 x16 Torx Fan 3 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix HDMI Cable ,1849.99,0.0,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A072680826NRT0XEMLPLF&url=%2FGeForce-Graphics-320-Bit-Architecture-DisplayPort%2Fdp%2FB09F3W9RZK%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3D3070%2BGraphics%2BCard%26qid%3D1634071435%26sr%3D8-22-spons%26psc%3D1&qualifier=1634071435&id=3792059594690349&widgetName=sp_btf,4abc5f5f-5b0e-4dc9-99a2-f60d0e2e4594
B09F3W9RZK,MSI Gaming GeForce RTX 3080 OC Ventus 3X LHR Graphics Card 10GB GDRR6X 320-Bit PCI Express 4.0 x16 Torx Fan 3 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix HDMI Cable ,1849.99,0.0,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A072680826NRT0XEMLPLF&url=%2FGeForce-Graphics-320-Bit-Architecture-DisplayPort%2Fdp%2FB09F3W9RZK%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1634071437%26sr%3D8-11-spons%26psc%3D1&qualifier=1634071437&id=2615103547215858&widgetName=sp_mtf,4abc5f5f-5b0e-4dc9-99a2-f60d0e2e4594
B09F3W9RZK,MSI Gaming GeForce RTX 3080 OC Ventus 3X LHR Graphics Card 10GB GDRR6X 320-Bit PCI Express 4.0 x16 Torx Fan 3 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix HDMI Cable ,1849.99,0.0,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/GeForce-Graphics-320-Bit-Architecture-DisplayPort/dp/B09F3W9RZK/ref=sr_1_12?dchild=1&keywords=3080+Graphics+Card&qid=1634071437&sr=8-12,4abc5f5f-5b0e-4dc9-99a2-f60d0e2e4594
B09F3W9RZK,MSI Gaming GeForce RTX 3080 OC Ventus 3X LHR Graphics Card 10GB GDRR6X 320-Bit PCI Express 4.0 x16 Torx Fan 3 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix HDMI Cable ,1849.99,0.0,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A072680826NRT0XEMLPLF&url=%2FGeForce-Graphics-320-Bit-Architecture-DisplayPort%2Fdp%2FB09F3W9RZK%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1634071439%26sr%3D8-11-spons%26psc%3D1&qualifier=1634071439&id=6294498324723023&widgetName=sp_mtf,4abc5f5f-5b0e-4dc9-99a2-f60d0e2e4594
B09F3W9RZK,MSI Gaming GeForce RTX 3080 OC Ventus 3X LHR Graphics Card 10GB GDRR6X 320-Bit PCI Express 4.0 x16 Torx Fan 3 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix HDMI Cable ,1849.99,0.0,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A072680826NRT0XEMLPLF&url=%2FGeForce-Graphics-320-Bit-Architecture-DisplayPort%2Fdp%2FB09F3W9RZK%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1634071438%26sr%3D8-11-spons%26psc%3D1&qualifier=1634071438&id=8029188837108820&widgetName=sp_mtf,4abc5f5f-5b0e-4dc9-99a2-f60d0e2e4594
B09F3W9RZK,MSI Gaming GeForce RTX 3080 OC Ventus 3X LHR Graphics Card 10GB GDRR6X 320-Bit PCI Express 4.0 x16 Torx Fan 3 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix HDMI Cable ,1849.99,0.0,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A072680826NRT0XEMLPLF&url=%2FGeForce-Graphics-320-Bit-Architecture-DisplayPort%2Fdp%2FB09F3W9RZK%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3D3060%2BGraphics%2BCard%26qid%3D1634071434%26sr%3D8-22-spons%26psc%3D1&qualifier=1634071434&id=2088429161560111&widgetName=sp_btf,4abc5f5f-5b0e-4dc9-99a2-f60d0e2e4594
B095VZ6F73,MSI Gaming GeForce RTX 3080 Ti 12GB GDRR6X 320-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3080 Ti Gaming X Trio 12G) ,Not available,4.0,68,out of stock,https://www.amazon.com/MSI-Gaming-RTX-3080-Trio/dp/B095VZ6F73/ref=sr_1_20?dchild=1&keywords=3080+Graphics+Card&qid=1634071437&sr=8-20,03af4909-9083-4e0d-81e9-e8f3d463d060
B08RJ6YBH5,MSI Gaming Radeon RX 6800 XT 16GB GDRR6 256-Bit HDMI/DP 2285 MHz RDNA 2 Architecture OC Graphics Card (RX 6800 XT Gaming X Trio 16G) ,Not available,4.3,37,out of stock,https://www.amazon.com/MSI-Radeon-6800-Architecture-16G/dp/B08RJ6YBH5/ref=sr_1_12?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-12,fb6723d6-8b7e-4dc3-8005-b03851073c3c
B08W2GPR62,MSI Gaming Radeon RX 6900 XT Boost Clock Up to 2340 MHz 256-bit 16GB GDDR6 DP/HDMI Triple Torx 4.0 Fans FreeSync DirectX 12 VR Ready RGB Graphics Card (RX 6900 XT Gaming X Trio 16G) ,2089.0,3.7,11,out of stock,https://www.amazon.com/MSI-Gaming-6900-Trio-16G/dp/B08W2GPR62/ref=sr_1_8?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-8,6159b137-67c6-4907-8ce0-866852e315c3
B096M7NPNP,MSI Gaming Radeon RX 6900 XT Gaming Z Trio 16G 16GB GDDR6 256-Bit HDMI/DP Nvlink Torx Fan 4 AMD Graphics Card (RX 6900 XT Gaming Z Trio 16G) ,1899.99,4.0,1,out of stock,https://www.amazon.com/MSI-Radeon-RX-6900-16G/dp/B096M7NPNP/ref=sr_1_7?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-7,9332c98d-cead-4eff-87fc-7a19fb0ee11e
B09D17W92Y,MSI Gaming X Trio GeForce RTX 3070 Ti OC Graphics Card 8GB GDRR6X 256-Bit PCIe 4.0 x16 Triple-Fan TRI FROZR 2 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix_ HDMI Cable ,1649.99,1.0,1,Only 4 left in stock - order soon.,https://www.amazon.com/GeForce-Graphics-Triple-Fan-Architecture-DisplayPort/dp/B09D17W92Y/ref=sr_1_18?dchild=1&keywords=3090+Graphics+Card&qid=1634071438&sr=8-18,912bd6d2-1ea6-4b86-a2cc-ff251730c362
B097YZFT5K,MSI GeForce RTX 3090 Trio DirectX 12 Graphics Card 24GB 384-Bit GDDR6X PCIe 4.0 HDCP Ready Tri-Frozr 2 Ampere Architecture DisplayPort x 3 (v1.4a) / HDMI 2.1 x 1 w/ Mytrix HDMI Cable ,Not available,3.7,6,out of stock,https://www.amazon.com/GeForce-Graphics-Tri-Frozr-Architecture-DisplayPort/dp/B097YZFT5K/ref=sr_1_14?dchild=1&keywords=3090+Graphics+Card&qid=1634071438&sr=8-14,452d2196-6dd2-4503-b4fd-bfa5c7a07e43
B09GZHNKBP,MSI NVIDIA GeForce RTX 3060 Gaming X LED 12GB GDDR6 VRAM Graphics Card Dual TORX 4.0 Fans 3584 CUDA Cores RGB Mystic Light PCIe 4.0 1xHDMI 3X DisplayPort 1.4a Mazepoly Accessories ,899.0,5.0,1,Only 1 left in stock - order soon.,https://www.amazon.com/MSI-Graphics-DisplayPort-Mazepoly-Accessories/dp/B09GZHNKBP/ref=sr_1_12?dchild=1&keywords=3060+Graphics+Card&qid=1634071434&sr=8-12,3cb44b35-5377-4344-b7cd-fc2fbcc13fc7
B09GZHNKBP,MSI NVIDIA GeForce RTX 3060 Gaming X LED 12GB GDDR6 VRAM Graphics Card Dual TORX 4.0 Fans 3584 CUDA Cores RGB Mystic Light PCIe 4.0 1xHDMI 3X DisplayPort 1.4a Mazepoly Accessories ,899.0,5.0,1,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06575581E52CU153PBNP&url=%2FMSI-Graphics-DisplayPort-Mazepoly-Accessories%2Fdp%2FB09GZHNKBP%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3D3060%2BGraphics%2BCard%26qid%3D1634071434%26sr%3D8-1-spons%26psc%3D1&qualifier=1634071434&id=2088429161560111&widgetName=sp_atf,3cb44b35-5377-4344-b7cd-fc2fbcc13fc7
B09FVLSNZ2,MSI NVIDIA GeForce RTX 3060 Ti Gaming X LHR 8GB GDDR6 VRAM Graphics Card X RGB Dual TORX 4.0 Fans 4864 CUDA Cores PCIe 4.0 x 16 DirectX 12 3 x DisplayPort 1 x HDMI Mazepoly Accessory ,939.0,0.0,no reviews,out of stock,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0463736YQ5G95HV3BKF&url=%2FMSI-Graphics-DisplayPort-Mazepoly-Accessory%2Fdp%2FB09FVLSNZ2%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3D3060%2BGraphics%2BCard%26qid%3D1634071434%26sr%3D8-2-spons%26psc%3D1&qualifier=1634071434&id=2088429161560111&widgetName=sp_atf,03667498-5524-4721-bb1c-1c467c271f9f
B09FVLSNZ2,MSI NVIDIA GeForce RTX 3060 Ti Gaming X LHR 8GB GDDR6 VRAM Graphics Card X RGB Dual TORX 4.0 Fans 4864 CUDA Cores PCIe 4.0 x 16 DirectX 12 3 x DisplayPort 1 x HDMI Mazepoly Accessory ,939.0,0.0,no reviews,out of stock,https://www.amazon.com/MSI-Graphics-DisplayPort-Mazepoly-Accessory/dp/B09FVLSNZ2/ref=sr_1_19?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-19,03667498-5524-4721-bb1c-1c467c271f9f
B09FVLSNZ2,MSI NVIDIA GeForce RTX 3060 Ti Gaming X LHR 8GB GDDR6 VRAM Graphics Card X RGB Dual TORX 4.0 Fans 4864 CUDA Cores PCIe 4.0 x 16 DirectX 12 3 x DisplayPort 1 x HDMI Mazepoly Accessory ,939.0,0.0,no reviews,out of stock,https://www.amazon.com/MSI-Graphics-DisplayPort-Mazepoly-Accessory/dp/B09FVLSNZ2/ref=sr_1_8?dchild=1&keywords=3060+Graphics+Card&qid=1634071434&sr=8-8,03667498-5524-4721-bb1c-1c467c271f9f
B09H3XGRBZ,MSI NVIDIA GeForce RTX 3070 Ventus 3X LHR Overclocked Triple Torx Fan Graphics Card 8GB GDDR6 PCIe 4.0 x 16 OpenGL Ampere Architecture OC DirectX 12 HDMI 3 x DisplayPort 1.4a Mazepoly Accessory ,1229.0,0.0,no reviews,Only 14 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A041618613Z2MBX9YNVAJ&url=%2FMSI-Overclocked-Architecture-DisplayPort-Accessory%2Fdp%2FB09H3XGRBZ%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3D3070%2BGraphics%2BCard%26qid%3D1634071435%26sr%3D8-1-spons%26psc%3D1&qualifier=1634071435&id=3792059594690349&widgetName=sp_atf,58c857eb-a0a0-40d3-92bf-9f72b6f6b3fa
B09H3XGRBZ,MSI NVIDIA GeForce RTX 3070 Ventus 3X LHR Overclocked Triple Torx Fan Graphics Card 8GB GDDR6 PCIe 4.0 x 16 OpenGL Ampere Architecture OC DirectX 12 HDMI 3 x DisplayPort 1.4a Mazepoly Accessory ,1229.0,0.0,no reviews,Only 14 left in stock - order soon.,https://www.amazon.com/MSI-Overclocked-Architecture-DisplayPort-Accessory/dp/B09H3XGRBZ/ref=sr_1_13?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-13,58c857eb-a0a0-40d3-92bf-9f72b6f6b3fa
B09CHC18N9,MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Nvlink Torx Fan 3.0 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI Cable ,3649.99,3.0,2,Only 4 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09155583T12ILIHM6KLP&url=%2FGraphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI%2Fdp%2FB09CHC18N9%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1634071441%26sr%3D8-22-spons%26psc%3D1&qualifier=1634071441&id=6733095109387229&widgetName=sp_btf,fb33da53-3f31-46b9-9bc8-b9515db72056
B09CHC18N9,MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Nvlink Torx Fan 3.0 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI Cable ,3649.99,3.0,2,Only 4 left in stock - order soon.,https://www.amazon.com/Graphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI/dp/B09CHC18N9/ref=sr_1_6?dchild=1&keywords=3090+Graphics+Card&qid=1634071438&sr=8-6,fb33da53-3f31-46b9-9bc8-b9515db72056
B07WDGB9P5,"Microsoft Xbox One X 1TB Console with Wireless Controller: Xbox One X Enhanced, HDR, Native 4K, Ultra HD (Renewed) (2017 Model) ",489.95,4.5,"3,229",out of stock,https://www.amazon.com/Microsoft-Xbox-One-Console-Wireless-Controller/dp/B07WDGB9P5/ref=sr_1_10?dchild=1&keywords=Xbox+Series+X&qid=1634071430&sr=8-10,96ac36bd-7986-4708-86c0-eb6562155c3f
B09H1XQC58,Microsoft Xbox Series X 1TB ,1499.0,1.0,1,Only 9 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A096331324RCN953B32CF&url=%2FMicrosoft-Xbox-1TB-Compatible-Performance%2Fdp%2FB09H1XQC58%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DXbox%2BSeries%2BX%2Bconsole%26qid%3D1634172884%26sr%3D8-1-spons%26psc%3D1&qualifier=1634172884&id=6149641532684689&widgetName=sp_atf,53d2678a-39c5-4d09-94b4-743c77572a59
B09HS5F8C9,"Microsoft Xbox Series X 1TB - Backward Compatible with Thousands of Games, The Fast, Ultra High Speed HDMI Cable, Fine-Tuned Performance, True 4K Gaming - U Deal HDMI ",1399.0,0.0,no reviews,Only 9 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0786228ZY1YKV4HI0HZ&url=%2FMicrosoft-Xbox-1TB-Compatible-Performance%2Fdp%2FB09HS5F8C9%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DXbox%2BSeries%2BX%26qid%3D1634071430%26sr%3D8-1-spons%26psc%3D1&qualifier=1634071430&id=6756399225256781&widgetName=sp_atf,b705bf0a-dc7b-455a-a2e5-58bc3fd6ed81
B09H1XQC58,"Microsoft Xbox Series X 1TB - Backward Compatible with Thousands of Games, The Fast, Ultra High Speed HDMI Cable, Fine-Tuned Performance, True 4K Gaming, Additional Controller - U Deal HDMI ",1499.0,1.0,1,Only 9 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A096331324RCN953B32CF&url=%2FMicrosoft-Xbox-1TB-Compatible-Performance%2Fdp%2FB09H1XQC58%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DXbox%2BSeries%2BX%26qid%3D1634071430%26sr%3D8-22-spons%26psc%3D1&qualifier=1634071430&id=6756399225256781&widgetName=sp_btf,53d2678a-39c5-4d09-94b4-743c77572a59
B08HR6ZBYJ,NVIDIA GeForce RTX 3090 Founders Edition Graphics Card ,3345.0,4.5,60,Only 1 left in stock - order soon.,https://www.amazon.com/NVIDIA-RTX-3090-Founders-Graphics/dp/B08HR6ZBYJ/ref=sr_1_4?dchild=1&keywords=3090+Graphics+Card&qid=1634071438&sr=8-4,e238d9ed-555e-48d8-bfa0-4abb27ab2b2b
B0971ZJBQY,PNY GeForce RTX 3070 8GB XLR8 Gaming Revel Epic-X RGB Triple Fan Graphics Card LHR ,1199.0,0.0,no reviews,Only 5 left in stock - order soon.,https://www.amazon.com/PNY-GeForce-Gaming-Epic-X-Graphics/dp/B0971ZJBQY/ref=sr_1_14?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-14,86b315fd-d129-4e90-b543-38701d3f75af
B08LZGPPBH,"PS5 Controller Charger Station, PS5 Charging Station with Fast Charging AC Adapter 5V/3A, Playstation 5 Dual Controller Charging Stand, OIVO Docking Station Replacement for DualSense Charging Station ",21.99,4.7,"2,024",out of stock,https://www.amazon.com/OIVO-Controller-Compatible-Playstation-Indicators/dp/B08LZGPPBH/ref=sr_1_10?dchild=1&keywords=Playstation+5&qid=1634071432&sr=8-10,a9de39b5-12e5-4bb1-a032-73315aabe3e3
B09HNRLV1M,"PS5 Playstation 5 Disc Version Console 16GB GDDR6 RAM, 8K Output, WiFi 6, Ultra-High Speed 825GB SSD, Bluetooth 5.1, Additional Cosmic Red Controller - U Deal HDMI ",1499.0,0.0,no reviews,Only 9 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0039139177GLQH4ADY6K&url=%2FPlaystation-Ultra-High-Bluetooth-Additional-Controller%2Fdp%2FB09HNRLV1M%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DPlaystation%2B5%2Bconsole%26qid%3D1634172885%26sr%3D8-1-spons%26psc%3D1&qualifier=1634172885&id=2593059993036288&widgetName=sp_atf,3a521b04-18f6-4148-9458-18b8ec447e10
B08FC6C75Y,Playstation DualSense Wireless Controller ,69.0,4.8,"33,590",out of stock,https://www.amazon.com/DualSense-Wireless-Controller-PlayStation-5/dp/B08FC6C75Y/ref=sr_1_4?dchild=1&keywords=Playstation+5&qid=1634071432&sr=8-4,83f85860-da54-4932-8d19-98468b5749d0
B09257F463,"PowerColor Liquid Devil AMD Radeon RX 6900 XT Ultimate Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1 ",2299.99,3.3,3,out of stock,https://www.amazon.com/PowerColor-Liquid-Ultimate-Graphics-Powered/dp/B09257F463/ref=sr_1_9?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-9,b5085745-3df3-493a-965c-0a4e0b3bcb2e
B08Y934HZQ,"PowerColor Red Devil AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",849.99,4.3,170,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08Y934HZQ/ref=sr_1_13?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-13,664e0e0a-85b7-4d44-9969-63b7e241e439
B08Y934HZQ,"PowerColor Red Devil AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",849.99,4.3,170,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08Y934HZQ/ref=sr_1_20?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-20,664e0e0a-85b7-4d44-9969-63b7e241e439
