MicroCenter_Name,MicroCenter_Price,MicroCenter_SKU,MicroCenter_Model Number,MicroCenter_Link
ASUS AMD Radeon RX 6900 XT ROG Strix LC Overclocked Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,"2,499.99",291849,STXLC6900XTT16G,https://www.microcenter.com/product/638377/asus-amd-radeon-rx-6900-xt-rog-strix-lc-overclocked-hybrid-cooled-16gb-gddr6-pcie-40-graphics-card
EVGA NVIDIA GeForce RTX 3060 XC Gaming Dual-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,409.99,240093,12G-P5-3657-KR,https://www.microcenter.com/product/634181/evga-nvidia-geforce-rtx-3060-xc-gaming-dual-fan-12gb-gddr6-pcie-40-graphics-card
Gigabyte AMD Radeon RX 6700 XT Gaming Overclocked Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,959.99,255364,GVR67XTGAMINGOC,https://www.microcenter.com/product/635349/gigabyte-amd-radeon-rx-6700-xt-gaming-overclocked-triple-fan-12gb-gddr6-pcie-40-graphics-card
Sapphire Technology AMD Radeon RX 6900 XT Nitro Plus Overclocked Triple-Fan 16GB GDDR6 PCIe 4.0 Graphics Card,"1,629.99",268482,11308-03-20G,https://www.microcenter.com/product/636686/sapphire-technology-amd-radeon-rx-6900-xt-nitro-plus-overclocked-triple-fan-16gb-gddr6-pcie-40-graphics-card
ASUS Phoenix GeForce GTX 1050 Ti Single-Fan 4GB GDDR5 PCIe Video Card,189.99,194621,PH-GTX1050TI-4G,https://www.microcenter.com/product/472489/asus-phoenix-geforce-gtx-1050-ti-single-fan-4gb-gddr5-pcie-video-card
Gigabyte NVIDIA GeForce RTX 3060 AORUS Elite Rev 2 Overclocked Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,499.99,287722,GV-N3060AORUS E,https://www.microcenter.com/product/638652/gigabyte-nvidia-geforce-rtx-3060-aorus-elite-rev-2-overclocked-triple-fan-12gb-gddr6-pcie-40-graphics-card
Sapphire Technology AMD Radeon RX 6900 XT Toxic Overclocked Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,"2,099.99",269720,11308-08-20G,https://www.microcenter.com/product/636989/sapphire-technology-amd-radeon-rx-6900-xt-toxic-overclocked-hybrid-cooled-16gb-gddr6-pcie-40-graphics-card
PowerColor AMD Radeon RX 6600 XT Hellhound Overclocked Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,479.99,306472,AXRX 6600XT 8GB,https://www.microcenter.com/product/640090/powercolor-amd-radeon-rx-6600-xt-hellhound-overclocked-dual-fan-8gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce RTX 3060 Ti Ventus 3X LHR Overclocked Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,659.99,304592,LHRRTX3060TIVEN,https://www.microcenter.com/product/639955/msi-nvidia-geforce-rtx-3060-ti-ventus-3x-lhr-overclocked-triple-fan-8gb-gddr6-pcie-40-graphics-card
ASUS NVIDIA GeForce RTX 3070 Ti TUF Gaming Overclocked Triple-Fan 8GB GDDR6X PCIe 4.0 Graphics Card,949.99,283176,TUFRTX3070TIO8G,https://www.microcenter.com/product/638234/asus-nvidia-geforce-rtx-3070-ti-tuf-gaming-overclocked-triple-fan-8gb-gddr6x-pcie-40-graphics-card
PowerColor AMD Radeon RX 6800 XT Liquid Devil 16GB GDDR6 PCIe 4.0 Graphics Card,"1,659.99",239202,LD/AXRX6800XT16,https://www.microcenter.com/product/634083/powercolor-amd-radeon-rx-6800-xt-liquid-devil-16gb-gddr6-pcie-40-graphics-card
ASUS GeForce GT 710 Low-Profile Passive 2GB GDDR5 PCIe Graphics Card,59.99,360297,90YV0AL4-M0NA00,https://www.microcenter.com/product/481747/asus-geforce-gt-710-low-profile-passive-2gb-gddr5-pcie-graphics-card
MSI AMD Radeon RX 6900 XT Gaming X Trio Triple-Fan 16GB GDDR6 PCIe 4.0 Graphics Card,"1,719.99",239541,R6900XTGXT16,https://www.microcenter.com/product/634191/msi-amd-radeon-rx-6900-xt-gaming-x-trio-triple-fan-16gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce RTX 3070 Gaming Z Trio LHR Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,809.99,301291,LHRRTX3070GAMIN,https://www.microcenter.com/product/639763/msi-nvidia-geforce-rtx-3070-gaming-z-trio-lhr-triple-fan-8gb-gddr6-pcie-40-graphics-card
Gigabyte NVIDIA GeForce RTX 3070 AORUS Master LHR Overclocked Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,799.99,303826,R2GVN3070AORUSM,https://www.microcenter.com/product/639900/gigabyte-nvidia-geforce-rtx-3070-aorus-master-lhr-overclocked-triple-fan-8gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce RTX 3060 Gaming X Trio Overclocked Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,559.99,234807,RTX3060GAMINGXT,https://www.microcenter.com/product/633837/msi-nvidia-geforce-rtx-3060-gaming-x-trio-overclocked-triple-fan-12gb-gddr6-pcie-40-graphics-card
ASUS AMD Radeon RX 6900 XT TUF Gaming Overclocked Triple-Fan 16GB GDDR6 PCIe 4.0 Graphics Card,"1,599.99",217331,TUFRX6900XTO16G,https://www.microcenter.com/product/632292/asus-amd-radeon-rx-6900-xt-tuf-gaming-overclocked-triple-fan-16gb-gddr6-pcie-40-graphics-card
PowerColor AMD Radeon RX 6600 XT Fighter Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,399.99,309443,AXRX6600XT8GBD6,https://www.microcenter.com/product/640366/powercolor-amd-radeon-rx-6600-xt-fighter-dual-fan-8gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce GT 730 N730K-4GD3/OCV1 Overclocked Single-Fan 4GB DDR3 PCIe 2.0 Graphics Card,139.99,289488,N730K-4GD3/OCV1,https://www.microcenter.com/product/638789/msi-nvidia-geforce-gt-730-n730k-4gd3-ocv1-overclocked-single-fan-4gb-ddr3-pcie-20-graphics-card
MSI NVIDIA GeForce 210 N210-MD1G/D3 Single-Fan 1GB DDR3 PCIe 2.0 Graphics Card,54.99,287391,N210-MD1G/D3,https://www.microcenter.com/product/638630/msi-nvidia-geforce-210-n210-md1g-d3-single-fan-1gb-ddr3-pcie-20-graphics-card
Visiontek SFF Radeon 7750 Single-Fan 2GB GDDR5 PCIe 3.0 Graphics Card,179.99,010199,900798,https://www.microcenter.com/product/462023/visiontek-sff-radeon-7750-single-fan-2gb-gddr5-pcie-30-graphics-card
MSI NVIDIA GeForce GT 1030 2GD4 LP Overclocked Single-Fan 2GB GDDR4 PCIe 3.0 Graphics Card,114.99,251686,GT 1030 2GD4 LP,https://www.microcenter.com/product/508643/msi-nvidia-geforce-gt-1030-2gd4-lp-overclocked-single-fan-2gb-gddr4-pcie-30-graphics-card
MSI AMD Radeon RX 6700 XT MECH 2X Overclocked Dual-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,839.99,250027,RX6700XTOCMECH2,https://www.microcenter.com/product/635279/msi-amd-radeon-rx-6700-xt-mech-2x-overclocked-dual-fan-12gb-gddr6-pcie-40-graphics-card
EVGA GeForce RTX 3080 XC3 Ultra Gaming Triple-Fan 10GB GDDR6X PCIe 4.0 Graphics Card,849.99,173047,10G-P5-3885-KR,https://www.microcenter.com/product/628344/evga-geforce-rtx-3080-xc3-ultra-gaming-triple-fan-10gb-gddr6x-pcie-40-graphics-card
MSI GeForce GTX 1660 Super Ventus XS Overclocked Dual-Fan 6GB GDDR6 PCIe 3.0 Graphics Card,434.99,042036,GTX1660SUPERVEN,https://www.microcenter.com/product/616156/msi-geforce-gtx-1660-super-ventus-xs-overclocked-dual-fan-6gb-gddr6-pcie-30-graphics-card
Visiontek Radeon RX 560 Single-Fan 4GB GDDR5 PCIe 3.0 Graphics Card,179.99,060939,901278,https://www.microcenter.com/product/617547/visiontek-radeon-rx-560-single-fan-4gb-gddr5-pcie-30-graphics-card
Visiontek Radeon HD 5450 Low-Profile Passive Cooled 1GB DDR3 PCIe 2.1 Graphics Card,49.99,010207,900860,https://www.microcenter.com/product/462020/visiontek-radeon-hd-5450-low-profile-passive-cooled-1gb-ddr3-pcie-21-graphics-card
MSI NVIDIA GeForce RTX 3060 Ti Gaming Z Trio LHR Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,679.99,313999,LHRRTX3060TIZTR,https://www.microcenter.com/product/640967/msi-nvidia-geforce-rtx-3060-ti-gaming-z-trio-lhr-triple-fan-8gb-gddr6-pcie-40-graphics-card
MSI Radeon RX 5700 XT Gaming X Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,599.99,042135,RX5700XTGAMINGX,https://www.microcenter.com/product/616173/msi-radeon-rx-5700-xt-gaming-x-dual-fan-8gb-gddr6-pcie-40-graphics-card
MSI AMD Radeon RX 6600 XT Gaming X Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,579.99,308312,RX6600XTGAMINGX,https://www.microcenter.com/product/640263/msi-amd-radeon-rx-6600-xt-gaming-x-dual-fan-8gb-gddr6-pcie-40-graphics-card
MSI AMD Radeon RX 6600 XT Mech 2X Overclocked Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,559.99,308304,RX6600XTMECH2X8,https://www.microcenter.com/product/640264/msi-amd-radeon-rx-6600-xt-mech-2x-overclocked-dual-fan-8gb-gddr6-pcie-40-graphics-card
Visiontek Radeon HD 5450 Low-Profile Passive Cooled 2GB DDR3 PCIe 2.1 Graphics Card,59.99,010223,900861,https://www.microcenter.com/product/462019/visiontek-radeon-hd-5450-low-profile-passive-cooled-2gb-ddr3-pcie-21-graphics-card
MSI GeForce GT 710 Low Profile Passive Cooled 1GB DDR3 PCIe 2.0 Graphics Card,64.99,963231,GT710-1GD3HLP,https://www.microcenter.com/product/460002/msi-geforce-gt-710-low-profile-passive-cooled-1gb-ddr3-pcie-20-graphics-card
Sapphire Technology Radeon RX 5700 XT NITRO+ Overclocked Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,469.99,998559,11293-03-40G,https://www.microcenter.com/product/612178/sapphire-technology-radeon-rx-5700-xt-nitro-overclocked-triple-fan-8gb-gddr6-pcie-40-graphics-card
Gigabyte AMD Radeon RX 6600 XT Gaming Overclocked Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,469.99,311894,GV-R66XTGAMING,https://www.microcenter.com/product/640593/gigabyte-amd-radeon-rx-6600-xt-gaming-overclocked-triple-fan-8gb-gddr6-pcie-40-graphics-card
MSI GeForce GT 710 Low Profile Passive Cooled 1GB DDR3 PCIe 2.0 Graphics Card,64.99,229401,GT 710 1GD3H LP,https://www.microcenter.com/product/633303/msi-geforce-gt-710-low-profile-passive-cooled-1gb-ddr3-pcie-20-graphics-card
MSI GeForce GTX 1660 Ti Gaming X Overclocked Dual Fan 6GB GDDR6 PCIe 3.0 Graphics Card,389.99,897272,GTX1660TIGAMX6G,https://www.microcenter.com/product/603372/msi-geforce-gtx-1660-ti-gaming-x-overclocked-dual-fan-6gb-gddr6-pcie-30-graphics-card
PowerColor AMD Radeon RX 6600 XT Red Devil Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,499.99,309641,OCAXRX6600XT8GB,https://www.microcenter.com/product/640365/powercolor-amd-radeon-rx-6600-xt-red-devil-dual-fan-8gb-gddr6-pcie-40-graphics-card
ASUS GeForce GT 1030 Passive 2GB GDDR5 PCIe Graphics Card,89.99,329623,GT1030-2G-CSM,https://www.microcenter.com/product/479898/asus-geforce-gt-1030-passive-2gb-gddr5-pcie-graphics-card
ASUS GeForce GT 710 Passive Cooled 2GB GDDR5 PCIe 2.0 Graphics Card,74.99,154088,GT710-4HSL-2GD5,https://www.microcenter.com/product/626703/asus-geforce-gt-710-passive-cooled-2gb-gddr5-pcie-20-graphics-card
Visiontek Radeon HD 7750 Low-Profile Single-Fan 2GB GDDR5 PCIe 3.0 Graphics Card,219.99,010124,900614,https://www.microcenter.com/product/462021/visiontek-radeon-hd-7750-low-profile-single-fan-2gb-gddr5-pcie-30-graphics-card
PowerColor AMD Radeon RX 6700 XT Hellhound Spectral White Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,989.99,280016,AXRX 6700XT 12G,https://www.microcenter.com/product/637524/powercolor-amd-radeon-rx-6700-xt-hellhound-spectral-white-triple-fan-12gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce RTX 3070 SUPRIM X LHR Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,839.99,310169,LHRRTX3070SUPRI,https://www.microcenter.com/product/640491/msi-nvidia-geforce-rtx-3070-suprim-x-lhr-triple-fan-8gb-gddr6-pcie-40-graphics-card
MSI GeForce RTX 3080 Ventus 3X Overclocked Triple-Fan 10GB GDDR6X PCIe 4.0 Graphics Card,"1,099.99",172973,G3080V3X10C,https://www.microcenter.com/product/628331/msi-geforce-rtx-3080-ventus-3x-overclocked-triple-fan-10gb-gddr6x-pcie-40-graphics-card
EVGA NVIDIA GeForce RTX 3070 FTW3 Ultra Gaming Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,709.99,291567,08G-P5-3767-KL,https://www.microcenter.com/product/638988/evga-nvidia-geforce-rtx-3070-ftw3-ultra-gaming-triple-fan-8gb-gddr6-pcie-40-graphics-card
EVGA NVIDIA GeForce RTX 3080 FTW3 Ultra Gaming Triple-Fan 10GB GDDR6X PCIe 4.0 Graphics Card,909.99,294058,10G-P5-3897-KL,https://www.microcenter.com/product/639169/evga-nvidia-geforce-rtx-3080-ftw3-ultra-gaming-triple-fan-10gb-gddr6x-pcie-40-graphics-card
MSI GeForce GT 710 Low Profile Passive Cooled 2GB DDR3 PCIe 3.0 Graphics Card,69.99,963264,GT710 2GD3HLP,https://www.microcenter.com/product/460004/msi-geforce-gt-710-low-profile-passive-cooled-2gb-ddr3-pcie-30-graphics-card
Gigabyte NVIDIA GeForce RTX 3080 Ti AORUS Master Overclocked Triple-Fan 12GB GDDR6X PCIe 4.0 Graphics Card,"1,599.99",299115,GVN308TAORUSM12,https://www.microcenter.com/product/639527/gigabyte-nvidia-geforce-rtx-3080-ti-aorus-master-overclocked-triple-fan-12gb-gddr6x-pcie-40-graphics-card
MSI AMD Radeon RX 6700 XT MECH 2X Dual-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,809.99,250035,RX6700XTMECH2X1,https://www.microcenter.com/product/635278/msi-amd-radeon-rx-6700-xt-mech-2x-dual-fan-12gb-gddr6-pcie-40-graphics-card
ASUS NVIDIA GeForce RTX 3080 TUF Gaming V2 LHR Overclocked Triple-Fan 10GB GDDR6X PCIe 4.0 Graphics Card,"1,049.99",299594,TUF3080O10GV2,https://www.microcenter.com/product/639631/asus-nvidia-geforce-rtx-3080-tuf-gaming-v2-lhr-overclocked-triple-fan-10gb-gddr6x-pcie-40-graphics-card
MSI GeForce RTX 3070 Gaming X Trio Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,799.99,193243,RTX3070GAMINGXT,https://www.microcenter.com/product/630201/msi-geforce-rtx-3070-gaming-x-trio-triple-fan-8gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce RTX 3060 Gaming Z Trio Overclocked Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,579.99,322289,RTX3060GAMINGZT,https://www.microcenter.com/product/641819/msi-nvidia-geforce-rtx-3060-gaming-z-trio-overclocked-triple-fan-12gb-gddr6-pcie-40-graphics-card
Gigabyte NVIDIA GeForce RTX 3080 Ti AORUS XTREME Overclocked Triple-Fan 12GB GDDR6X PCIe 4.0 Graphics Card,"1,649.99",299099,GVN308TAORUSX12,https://www.microcenter.com/product/639526/gigabyte-nvidia-geforce-rtx-3080-ti-aorus-xtreme-overclocked-triple-fan-12gb-gddr6x-pcie-40-graphics-card
EVGA GeForce RTX 3080 FTW3 Ultra Gaming Triple-Fan 10GB GDDR6X PCIe 4.0 Graphics Card,889.99,173013,10G-P5-3897-KR,https://www.microcenter.com/product/628346/evga-geforce-rtx-3080-ftw3-ultra-gaming-triple-fan-10gb-gddr6x-pcie-40-graphics-card
MSI AMD Radeon RX 6800 GAMING X TRIO Overclocked Triple-Fan 16GB GDDR6 PCIe 4.0 Graphics Card,"1,219.99",220517,R6800GXT16,https://www.microcenter.com/product/632560/msi-amd-radeon-rx-6800-gaming-x-trio-overclocked-triple-fan-16gb-gddr6-pcie-40-graphics-card
Gigabyte NVIDIA GeForce RTX 3080 Ti Eagle Overclocked Triple-Fan 12GB GDDR6X PCIe 4.0 Graphics Card,"1,199.99",307306,GV-N308TEAGLE-1,https://www.microcenter.com/product/640166/gigabyte-nvidia-geforce-rtx-3080-ti-eagle-overclocked-triple-fan-12gb-gddr6x-pcie-40-graphics-card
Gigabyte GeForce RTX 3090 Eagle Overclocked Triple-Fan 24GB GDDR6X PCIe 4.0 Graphics Card,"2,099.99",174128,GV-N3090EAGLE O,https://www.microcenter.com/product/628414/gigabyte-geforce-rtx-3090-eagle-overclocked-triple-fan-24gb-gddr6x-pcie-40-graphics-card
Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming Overclocked Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,"1,479.99",284331,GV-N308TGAMING,https://www.microcenter.com/product/638405/gigabyte-nvidia-geforce-rtx-3080-ti-gaming-overclocked-triple-fan-12gb-gddr6-pcie-40-graphics-card
PowerColor AMD Radeon RX 6700 XT Hellhound Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,829.99,247932,HHAXRX6700XT12G,https://www.microcenter.com/product/635136/powercolor-amd-radeon-rx-6700-xt-hellhound-triple-fan-12gb-gddr6-pcie-40-graphics-card
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card (Refurbished),949.99,309765,11306-01-20G,https://www.microcenter.com/product/640613/sapphire-technology-amd-radeon-rx-6700-xt-nitro-plus-triple-fan-12gb-gddr6-pcie-40-graphics-card-(refurbished)
Gigabyte AMD Radeon RX 6900 XT AORUS Master Overclocked Triple-Fan 16GB GDDR6 PCIe 4.0 Graphics Card,"2,159.99",278903,GVR69XTAORUSM16,https://www.microcenter.com/product/637799/gigabyte-amd-radeon-rx-6900-xt-aorus-master-overclocked-triple-fan-16gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce GT 1030 LP Overclocked Single-Fan 2GB GDDR5 PCIe 3.0 Graphics Card,104.99,234872,GT10302GLPOC,https://www.microcenter.com/product/633833/msi-nvidia-geforce-gt-1030-lp-overclocked-single-fan-2gb-gddr5-pcie-30-graphics-card
ASUS Radeon RX 5700 XT ROG Strix Overclocked Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,599.99,070995,STRIXRX5700XTO8,https://www.microcenter.com/product/618532/asus-radeon-rx-5700-xt-rog-strix-overclocked-triple-fan-8gb-gddr6-pcie-40-graphics-card
ASUS GeForce GTX 1660 Super TUF Overclocked Dual-Fan 6GB GDDR6 PCIe 3.0 Graphics Card,329.99,055160,TUFGTX1660SO4GG,https://www.microcenter.com/product/617084/asus-geforce-gtx-1660-super-tuf-overclocked-dual-fan-6gb-gddr6-pcie-30-graphics-card
Gigabyte GeForce RTX 3070 Gaming Overclocked Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,749.99,194647,GV-N3070GAMING,https://www.microcenter.com/product/630033/gigabyte-geforce-rtx-3070-gaming-overclocked-triple-fan-8gb-gddr6-pcie-40-graphics-card
Gigabyte AMD Radeon RX 6700 XT Eagle Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,899.99,255380,GVR67XTEAGLE12G,https://www.microcenter.com/product/635351/gigabyte-amd-radeon-rx-6700-xt-eagle-triple-fan-12gb-gddr6-pcie-40-graphics-card
ASUS GeForce RTX 3070 Dual Overclocked Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,679.99,196279,DUAL-RTX3070-O8,https://www.microcenter.com/product/630682/asus-geforce-rtx-3070-dual-overclocked-dual-fan-8gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce RTX 3060 Ventus 2x Overclocked Dual-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,504.99,234849,RTX3060VENTUS2X,https://www.microcenter.com/product/633840/msi-nvidia-geforce-rtx-3060-ventus-2x-overclocked-dual-fan-12gb-gddr6-pcie-40-graphics-card
Gigabyte NVIDIA GeForce RTX 3060 Ti Gaming Rev 2 Overclocked Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,569.99,309930,NA,https://www.microcenter.com/product/640620/gigabyte-nvidia-geforce-rtx-3060-ti-gaming-rev-2-overclocked-triple-fan-8gb-gddr6-pcie-40-graphics-card
ASUS NVIDIA GeForce RTX 2060 ROG Strix EVO V2 Gaming Triple-Fan 6GB GDDR6 PCIe 3.0 Graphics Card,459.99,282210,STXRTX2060EVOV2,https://www.microcenter.com/product/638075/asus-nvidia-geforce-rtx-2060-rog-strix-evo-v2-gaming-triple-fan-6gb-gddr6-pcie-30-graphics-card
Gigabyte GeForce RTX 2060 Overclocked Dual-Fan 6GB GDDR6 PCIe 3.0 Graphics Card,319.99,925362,GV-N2060OC-6GD,https://www.microcenter.com/product/602930/gigabyte-geforce-rtx-2060-overclocked-dual-fan-6gb-gddr6-pcie-30-graphics-card
MSI GeForce RTX 3070 Ventus 2X Overclocked Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,729.99,193268,RTX3070VENTUS2X,https://www.microcenter.com/product/630203/msi-geforce-rtx-3070-ventus-2x-overclocked-dual-fan-8gb-gddr6-pcie-40-graphics-card
PowerColor AMD Radeon RX 6800 Fighter Overclocked Triple-Fan 16GB GDDR6 PCIe 4.0 Graphics Card,989.99,217729,RX680016GBD63DH,https://www.microcenter.com/product/632323/powercolor-amd-radeon-rx-6800-fighter-overclocked-triple-fan-16gb-gddr6-pcie-40-graphics-card
Sapphire Technology Radeon RX 5700 XT Pulse Overclocked Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,429.99,978486,11293-01-20G,https://www.microcenter.com/product/610552/sapphire-technology-radeon-rx-5700-xt-pulse-overclocked-dual-fan-8gb-gddr6-pcie-40-graphics-card
ASUS NVIDIA GeForce GT 730 Low Profile Passive Cooled 2GB GDDR5 PCIe 3.0 Graphics Card,79.99,324053,GT730-SL-2GD5BK,https://www.microcenter.com/product/641955/asus-nvidia-geforce-gt-730-low-profile-passive-cooled-2gb-gddr5-pcie-30-graphics-card
EVGA NVIDIA GeForce RTX 3060 Ti XC Gaming Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,469.99,291583,08G-P5-3663-KL,https://www.microcenter.com/product/638989/evga-nvidia-geforce-rtx-3060-ti-xc-gaming-dual-fan-8gb-gddr6-pcie-40-graphics-card
ASUS GeForce RTX 3080 TUF Gaming Overclocked Triple-Fan 10GB GDDR6X PCIe 4.0 Graphics Card,"1,049.99",173096,TUFRTX3080-O10G,https://www.microcenter.com/product/628318/asus-geforce-rtx-3080-tuf-gaming-overclocked-triple-fan-10gb-gddr6x-pcie-40-graphics-card
ASUS GeForce GTX 1660 Super Advance ROG Strix Overclocked Dual-Fan 6GB GDDR6 PCIe 3.0 Graphics Card,349.99,071092,90YV0DW1-M0AA00,https://www.microcenter.com/product/617824/asus-geforce-gtx-1660-super-advance-rog-strix-overclocked-dual-fan-6gb-gddr6-pcie-30-graphics-card
MSI AMD Radeon RX 6800 XT GAMING X TRIO Overclocked Triple-Fan 16GB GDDR6 PCIe 4.0 Graphics Card,"1,319.99",220525,R6800XTGXT16,https://www.microcenter.com/product/632555/msi-amd-radeon-rx-6800-xt-gaming-x-trio-overclocked-triple-fan-16gb-gddr6-pcie-40-graphics-card
MSI GeForce RTX 3070 Ventus 3X Overclocked Triple-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,759.99,193326,RTX3070VENTUS3X,https://www.microcenter.com/product/630202/msi-geforce-rtx-3070-ventus-3x-overclocked-triple-fan-8gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce GT 730 N730K-2GD3H/LPV1 Passive Cooled 2GB DDR3 PCIe 2.0 Graphics Card,109.99,289496,N730K-2GD3H/LPV,https://www.microcenter.com/product/638790/msi-nvidia-geforce-gt-730-n730k-2gd3h-lpv1-passive-cooled-2gb-ddr3-pcie-20-graphics-card
Sapphire Technology AMD Radeon RX 6900 XT Toxic Gaming Limited Edition Overclocked Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,"2,049.99",324061,11308-06-20G,https://www.microcenter.com/product/641921/sapphire-technology-amd-radeon-rx-6900-xt-toxic-gaming-limited-edition-overclocked-hybrid-cooled-16gb-gddr6-pcie-40-graphics-card
MSI GeForce GTX 1660 Ti Ventus XS Overclocked Dual-Fan 6GB GDDR6 PCIe 3.0 Graphics Card,459.99,897280,GTX1660TI VENTU,https://www.microcenter.com/product/603373/msi-geforce-gtx-1660-ti-ventus-xs-overclocked-dual-fan-6gb-gddr6-pcie-30-graphics-card
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus Overclocked Triple-Fan 12GB GDDR6 PCIe 4.0 Graphics Card (Refurbished),949.99,309781,11306-01-20T,https://www.microcenter.com/product/640615/sapphire-technology-amd-radeon-rx-6700-xt-nitro-plus-overclocked-triple-fan-12gb-gddr6-pcie-40-graphics-card-(refurbished)
Sapphire Technology Radeon RX 5700 XT Pulse Overclocked Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,409.99,150912,11293-09-20G,https://www.microcenter.com/product/626074/sapphire-technology-radeon-rx-5700-xt-pulse-overclocked-dual-fan-8gb-gddr6-pcie-40-graphics-card
Gigabyte AMD Radeon RX 6900 XT Gaming Overclocked Triple-Fan 16GB GDDR6 PCIe 4.0 Graphics Card,"2,059.99",276071,GV-R69XTGAMING,https://www.microcenter.com/product/637575/gigabyte-amd-radeon-rx-6900-xt-gaming-overclocked-triple-fan-16gb-gddr6-pcie-40-graphics-card
MSI Radeon RX 5500 XT Mech Overclocked Dual-Fan 8GB GDDR6 PCIe 4.0 Graphics Card,209.99,060996,RX5500XTMECH8GO,https://www.microcenter.com/product/617678/msi-radeon-rx-5500-xt-mech-overclocked-dual-fan-8gb-gddr6-pcie-40-graphics-card
MSI GeForce GTX 1660 Super Gaming X Overclocked Dual-Fan PCIe 3.0 Graphics Card,459.99,042028,GTX1660SUPERGAM,https://www.microcenter.com/product/616169/msi-geforce-gtx-1660-super-gaming-x-overclocked-dual-fan-pcie-30-graphics-card
Gigabyte GeForce GT 1030 Low Profile Single-Fan 2GB GDDR5 PCIe 3.0 Graphics Card,84.99,329185,GV-N1030D5-2GL,https://www.microcenter.com/product/479738/gigabyte-geforce-gt-1030-low-profile-single-fan-2gb-gddr5-pcie-30-graphics-card
Gigabyte NVIDIA GeForce RTX 3080 AORUS Master LHR Overclocked Triple-Fan 10GB GDDR6X PCIe 4.0 Graphics Card,"1,099.99",298620,R3GVN3080AORUSM,https://www.microcenter.com/product/639486/gigabyte-nvidia-geforce-rtx-3080-aorus-master-lhr-overclocked-triple-fan-10gb-gddr6x-pcie-40-graphics-card
MSI AMD Radeon RX 6700 XT Gaming X Dual-Fan 12GB GDDR6 PCIe 4.0 Graphics Card,879.99,250043,RX6700XTGAMINGX,https://www.microcenter.com/product/635277/msi-amd-radeon-rx-6700-xt-gaming-x-dual-fan-12gb-gddr6-pcie-40-graphics-card
MSI NVIDIA GeForce GT 710 2GD3 LP Single-Fan 2GB DDR3 PCIe 2.0 Graphics Card,69.99,287227,GT 710 2GD3 LP,https://www.microcenter.com/product/638591/msi-nvidia-geforce-gt-710-2gd3-lp-single-fan-2gb-ddr3-pcie-20-graphics-card
