Product_Name,MicroCenter_SKU,BestBuy_SKU,GameStop_SKU,Adorama_SKU,BH_SKU,Amazon_SKU,UUID
MSI MECH OC AMD Radeon RX 5700 XT 8GB GDDR6 PCIe 4.0 Graphics Card ,,6374966,,,,,b406457a-3dd8-4893-8487-3ec2325cdc53
XFX AMD Radeon RX 570 RS Edition 8GB GDDR5 PCIe 3.0 Graphics Card /Red,,6202343,,,,,b5469163-3bd0-437e-befb-259eedd02d23
MSI NVIDIA Geforce RTX 3060ti Gaming Z 8G 8GB GDDR6 PCIe 4.0 Graphics Card ,,6476230,,,,,c4ae63ca-72f7-412c-9b14-318de3d8bf13
XFX AMD Radeon RX 5600 XT RAW II PRO 6GB GDDR6 PCIe 4.0 Graphics Card,,6398005,,,,,e9319ec6-d7f2-4d21-831b-6bc86e2aafb8
XFX Speedster SWFT309 AMD Radeon RX 6700 XT 12GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6457626,,,,,68425c63-a3a1-45c5-b09e-432b46dc9ade
XFX AMD Radeon RX 580 GTS Edition 8GB GDDR5 PCIe 3.0 Graphics Card ,,6092641,,,,,d048547e-2f01-40ea-8526-28ab9f43093a
XFX THICC II Pro AMD Radeon RX 5500 XT 8GB GDDR6 PCIe 4.0 Graphics Card ,,6395411,,,,,227ec984-2682-49a4-a51e-2a1ff53c48a4
XFX Speedster MERC319 AMD Radeon RX 6800 XT CORE 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6453268,,,XFARR6800XTC,B08TJ2BHCQ,0d0da157-c7cb-4865-bab9-f28f3c7742f3
XFX Speedster MERC319 AMD Radeon RX 6900 XT Ultra 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6445157,,,XFR69XTACUD9,B08Q9SCPGD,b53d3e71-a46f-4236-8c4e-4f6804cdb7c3
XFX Speedster SWFT 319 AMD Radeon RX 6900 XT 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6482512,,,XFX69XTACBD9,,4fedc217-6712-46e8-9389-7369a05abf21
GIGABYTE NVIDIA GeForce RTX 3070TI EAGLE OC 8GB GDDR6X PCIe 4.0 Graphics Card ,,6467781,,,,,be44ef70-2661-49ea-9ad4-00000297c89d
EVGA SC ULTRA GAMING NVIDIA GeForce GTX 1660 Ti 6GB GDDR6 PCIe 3.0 Graphics Card ,,6373500,,,,,0e2733ca-eec0-4309-830c-f563fb6ce8e8
GIGABYTE NVIDIA GeForce RTX 3080 AORUS MASTER 10GB (Rev 2.0) GDDR6X PCIe 4.0 Graphics Card,,6462198,,,,,cb27752d-4a5d-45e7-ab21-7f7287860a60
XFX AMD Radeon RX 5700 XT RAW II 8GB GDDR6 PCIe 4.0 Graphics Card with Zero dB ,,6375963,,,,,afdf5e64-c563-4cd2-951e-08be2a68036a
PNY XLR8 Gaming Single Fan NVIDIA GeForce GTX 1650 SUPER Overclocked Edition 4GB GDDR6 PCIe 3.0 Graphics Card ,,6407305,263327,,PNG1650SSFO,,18053c44-e012-4eec-bd2e-d09aa311cd45
EVGA GeForce RTX 2080 XC GAMING 8GB GDDR6 PCIe 3.0 Graphics Card with Dual HDB Fans &amp RGB LED,,6290681,,,,,fcf3f403-1d7c-4ca7-806b-e1e1fd228c26
Package XFX AMD Radeon RX 5600 XT RAW II PRO 6GB GDDR6 PCIe 4.0 Graphics Card and Valve Steam Wallet 50 Gift Card Multi,,None,,,,,b32f3977-732f-4f7a-96e7-143efab13e0d
ASUS NVIDIA GeForce RTX 3060 Ti V2 Mini OC 8GB GDDR6 PCIe 4.0 Graphics Card,319236.0,,,,ASDR3060TOG2,,c9d7e5c1-4bdf-4d41-8198-9e52e71cc61e
Zotac NVIDIA GeForce RTX 3080 Ti AMP Holo 12GB GDDR6X PCIe 4.0 Graphics Card,286245.0,,,,,B08V1ZWGVR,a262bde6-0c27-440a-8425-c3fc9b888bd1
ASUS NVIDIA GeForce RTX 3060 Ti ROG Strix OC 8GB GDDR6 PCIe 4.0 Graphics Card,310193.0,,,,ASR3060TO82G,,dd4df5ff-9578-4312-95dd-839262d12baf
ASUS NVIDIA GeForce RTX 3090 ROG Strix OC 24GB GDDR6X PCIe 4.0 Graphics Card,213793.0,,233678,ASRX3090O24G,,,dbd45899-3bba-4aa1-a662-6be093519065
EVGA GeForce RTX 3090 FTW3 Ultra 24GB GDDR6X PCIe 4.0 Graphics Card,177923.0,,,EV24GP5987KR,,B09HJS8XQW,b6b56db1-9bc3-4db3-b5d7-c4af7a3cc2bb
ASUS NVIDIA GeForce RTX 3080 Ti ROG Strix LC OC Hybrid Cooled 12GB GDDR6 PCIe 4.0 Graphics Card,292763.0,,,,,,1faa594e-be99-4131-8a17-3f327c22973f
ASUS NVIDIA GeForce RTX 3070 ROG Strix V2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,295014.0,,,,,,bbe28e0b-b659-4532-a5ad-3746e28acc9e
PowerColor AMD Radeon RX 6700 XT Red Devil 12GB GDDR6 PCIe 4.0 Graphics Card,247882.0,,,,,B08Y934HZQ,664e0e0a-85b7-4d44-9969-63b7e241e439
EVGA NVIDIA GeForce RTX 3070 Ti FTW3 Ultra Gaming 8GB GDDR6X PCIe 4.0 Graphics Card,287342.0,,304747,EV8GP53797KL,,,5d7d7b26-d49e-455f-b94f-178b5511f76d
Gigabyte NVIDIA GeForce RTX 3080 Xtreme OC 10GB GDDR6X PCIe 4.0 Graphics Card,300525.0,,,,GIAGR3080X10,,31d6d01b-a6ba-49c0-bbf0-36aeb7f1ecb3
ASUS NVIDIA GeForce RTX 3070 Ti ROG Strix OC 8GB GDDR6X PCIe 4.0 Graphics Card,283184.0,,,AS90YV0GWMAA,ASROGRTX3070,B096YQ6WVW,35712d9b-61a0-43c4-b281-a09cf3ab6d3c
ASUS NVIDIA GeForce RTX 3060 Ti KO OC 8GB GDDR6 PCIe 4.0 Graphics Card,310201.0,,,,,,8549d88a-e9d0-43f6-90ad-13f36624dbff
PowerColor AMD Radeon 6800 XT Red Devil OC 16GB GDDR6 PCIe 4.0 Graphics Card,228130.0,,,,,B08T9H18TJ,9be8163b-9ccb-42d9-9e3e-ce6ae359927d
ASUS GeForce RTX 2060 Dual OC 6GB GDDR6 PCIe 3.0 Graphics Card,40196.0,,,,ASDR2060O6GE,,de5d5f14-5a55-4edc-a8cf-cf3d3b3ad2fb
ASUS AMD Radeon RX 6700 XT TUF OC 12GB GDDR6 PCIe 4.0 Graphics Card,248781.0,,264499,AS90YVG80MAA,ASTUFRX6700X,,87643409-9f6a-4bb4-8b6c-6bbe6ecdbb77
ASUS Radeon RX 6800 XT TUF Gaming OC 16GB GDDR6 PCIe 4.0 Graphics Card,210351.0,,,,ASTFRX68O16G,B08P3ZN62G,145f175e-cc45-4bed-9b48-f124d328e9ca
PowerColor AMD Radeon RX 6700 XT Fighter 12GB GDDR6 PCIe 4.0 Graphics Card,247940.0,,,,,,413f139d-317a-4268-ae5b-6df845d9c369
MSI GeForce GTX 1650 Ventus XS OC 4GB GDDR5 PCIe 3.0 Graphics Card,935700.0,,314685,,MSG1650D6VXO,,a9bab72a-fb09-405c-8fec-42c8ac75e5e4
ASUS NVIDIA GeForce RTX 3070 Dual OC 8GB GDDR6 PCIe 4.0 Graphics Card,310185.0,,,,,,ad276969-ae8b-4bb9-bf2d-1afde39d211b
ASUS AMD Radeon RX 6600 XT Dual OC 8GB GDDR6 PCIe 4.0 Graphics Card,308361.0,,,,,,1a0d55b2-75a1-4bbe-aa95-91024d0b7ac5
PowerColor AMD Radeon RX 6900 XT Red Devil OC 16GB GDDR6 PCIe 4.0 Graphics Card,221085.0,,,,,B08Q2R71CS,af4952b6-34f9-4917-b149-ddc0978d6230
Sapphire Technology AMD Radeon RX 6700 XT Pulse OC 12GB GDDR6 PCIe 4.0 Graphics Card,320739.0,,,,,,fe9514d6-2481-4b48-a900-f4990b59f651
Zotac NVIDIA GeForce GTX 1660 Twin Fan 6GB GDDR5 PCIe 3.0 Graphics Card,324103.0,,,,ZOT16600K10M,,70daa65a-b450-4c3d-a23f-e820c8ed3601
PowerColor AMD Radeon RX 6900 XT Ultimate Red Devil OC 16GB GDDR6 PCIe 4.0 Graphics Card,264374.0,,,,,B09258PCFS,c3cb8d3d-fded-4d1d-85a4-9ddf20730af9
ASUS NVIDIA GeForce RTX 3070 TUF Gaming V2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,294983.0,,264493,,,,a6def6f3-ee36-4029-8b07-a72652435b6a
Sapphire Technology AMD Radeon RX 6600 XT Nitro Plus OC 8GB GDDR6 PCIe 4.0 Graphics Card,308320.0,,,,,,c4b94cb9-4196-44f9-abe3-afcfde47dfdf
Sapphire Technology AMD Radeon RX 6600 XT Pulse OC 8GB GDDR6 PCIe 4.0 Graphics Card,308338.0,,,,,,4ff90039-47d7-4b50-8ba0-02166e7918e2
ASUS GeForce GTX 1650 TUF Gaming OC 4GB GDDR6 PCIe 3.0 Graphics Card,167668.0,,,,,,393cdf8f-8e2a-4154-8ccc-4883b94a338b
ASUS NVIDIA GeForce RTX 3070 ROG Strix V2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,319194.0,,,,,,25a38022-0f35-454e-9f6d-623cd248920b
MSI GeForce RTX 3090 SUPRIM X OC 24GB GDDR6X PCIe 4.0 Graphics Card,207779.0,,,,MSR3090SPX24,,d4fcfa42-4eab-468c-a06f-2f79d22373b7
ASUS NVIDIA GeForce RTX 3070 KO V2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,307314.0,,,ASKOR37O8GV2,,,20e99032-c794-4abf-949a-414518796cc9
PNY 4ro P2200 5GB GDDR5X PCIe 3.0 Graphics Card,182022.0,,,,PNNQP2200,,d3b09307-80b8-4b3c-afba-a23d5f5df2bd
ASUS NVIDIA GeForce RTX 3080 Ti ROG Strix OC 12GB GDDR6X PCIe 4.0 Graphics Card,279869.0,,,ASTRIX3080TI,ASROGRTX3080,B09HJS8XQW,5bd8fcc6-a2cf-42ec-af41-7225b51b7f9c
ASUS NVIDIA GeForce GTX 1660 Phoenix OC 6GB GDDR5 PCIe 3.0 Graphics Card,292771.0,,,,ASPHG1660O6G,,2fb2b839-a3d0-43bd-9e44-87295b825364
MSI NVIDIA GeForce GTX 1050 Ti OC 4GB GDDR5 PCIe 3.0 Graphics Card,222364.0,,,,,,219d0424-0384-4f9d-8c3d-b1fbd2b874fd
ASUS GeForce GTX 1650 SUPER TUF GAMING OC 4GB GDDR6 PCIe 3.0 Graphics Card,57810.0,,,,ASTUFGTX1650,,80b811c2-bde4-4b3a-bc8c-ebdddfae17cf
Sapphire Technology AMD Radeon RX 6900 XT Nitro OC 16GB GDDR6 PCIe 4.0 Graphics Card,220053.0,,,,,B08QQFW9YS,989b8061-cc81-4769-a683-e69720fd63bb
ASRock AMD Radeon RX 6700 XT Challenger D OC 12GB GDDR6 PCIe 4.0 Graphics Card,295618.0,,,,,,3e7add53-1334-4883-a0b4-a9914f56cda6
PNY 4ro P1000 V2 4GB GDDR5 PCIe 3.0 Graphics Card,181941.0,,,,PNNQP1000V24,,a3bd702a-4f72-429c-b7bc-3f4bfb8a5922
PNY 4ro RTX 4000 8GB GDDR6 PCIe 3.0 Graphics Card,181990.0,,,,PNNRA4000,,f1b531e2-3967-4ea6-abf2-c1674e4a39a1
ASUS NVIDIA GeForce RTX 3080 Ti TUF OC 12GB GDDR6X PCIe 4.0 Graphics Card,279877.0,,,AS90YV0GU1,ASTUFRTX3080,B096L3GLYS,d6f7ff6a-290c-4ebd-9b2a-2ac6aa6d1942
ASUS NVIDIA GTX 1650 Dual OC 4GB GDDR6 PCIe 3.0 Graphics Card,246843.0,,,,,,3fe53c37-802d-478e-b003-78883f5f4fff
PowerColor AMD Radeon RX 6800 Red Dragon OC 16GB GDDR6 PCIe 4.0 Graphics Card,217679.0,,,,,B08P2C8XXH,55e037d3-a97b-4c08-af59-b87e9fb853e3
PNY 4ro P620 V2 2GB GDDR5 PCIe 3.0 Graphics Card,181974.0,,,,,,8bac98b7-f873-4789-b1cd-3a8898498894
MSI GAMING X GeForce GTX 1050 Ti OC 4GB GDDR5 PCIe Video Card,176057.0,,,,MSGTX1050TI,,9ac334b3-f98b-47fc-8e67-dd2d353b1351
PNY 4ro RTX 5000 16GB GDDR6 PCIe 3.0 Graphics Card,181933.0,,,,PNQRTX5000PB,,54da7310-891b-4b80-b8ec-cafad3a08006
ASRock AMD Radeon RX 6900 XT Formula OC 16GB GDDR6 PCIe 4.0 Graphics Card,282228.0,,,,,B093NBMV17,b147e1f5-69ba-4f42-ae93-f225a103d432
PowerColor AMD Radeon RX 6900 XT Liquid Devil Ultimate OC Liquid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,264366.0,,,,,B09257F463,b5085745-3df3-493a-965c-0a4e0b3bcb2e
ASUS AMD Radeon RX 6700 XT ROG Strix OC 12GB GDDR6 PCIe 4.0 Graphics Card,249276.0,,,AS90YVG81MAA,ASROGRX6700X,B08YWZHJDZ,f355083a-c6da-408d-9d9f-3b0c0bdd857d
ASUS NVIDIA GeForce RTX 3060 Dual V2 OC 12GB GDDR6 PCIe 4.0 Graphics Card,295071.0,,294752,AS90YV0GB4,ASDR3060O122,,af90e27a-d5bf-42aa-b1c0-34924d8ff5f8
ASUS GeForce GT 1030 Phoenix OC 2GB GDDR5 PCIe 3.0 Graphics Card,344911.0,,,,ASPHGT1030O2,,c5afcf0a-1414-4b3b-ac5f-164918ad2d92
Gigabyte GeForce GTX 1050 Ti 4GB GDDR5 PCIe Video Card,178954.0,,,,GIGVN105TD54,,aaa405ab-bfe0-452e-ac50-298a34f9a122
PNY 4ro P400 V2 2GB GDDR5 PCIe 3.0 Graphics Card,181966.0,,,,PNNQP400V22,,ba2dee70-36d2-49d2-b71a-2ac95f9a9d5e
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus 12GB GDDR6 PCIe 4.0 Graphics Card,250050.0,,,,,B08YN79ZW2,774e3c49-3c45-49ff-a6c5-b7795464a71c
Gigabyte NVIDIA GeForce RTX 3060 Ti Aorus Elite OC 8GB GDDR6 PCIe 4.0 Graphics Card,309435.0,,,,GIGFN3060A,,1fb5b296-f6fd-4433-a052-f76a322c36f9
ASUS GeForce GT 710 Low Profile Passive 1GB GDDR5 PCIe 2.0 Graphics Card,388249.0,,,,PNGT7102PLP,,b746e195-5eea-41ed-a2cd-aa7cd4c0197c
ASUS AMD Radeon RX 6900 XT ROG Strix LC OC Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,291849.0,,,,,B0966YJGLT,10b5190b-0735-49ac-bd91-5ca60b85f398
Sapphire Technology AMD Radeon RX 6900 XT Nitro Plus OC 16GB GDDR6 PCIe 4.0 Graphics Card,268482.0,,,,,B094DYSQQL,b4592e8b-bc66-4bd1-a9e2-8bd07c90df32
ASUS Phoenix GeForce GTX 1050 Ti 4GB GDDR5 PCIe Video Card,194621.0,,,,ASPGTX1050T4,,33c6c810-04e6-42c7-bae6-dfe64f1e26ba
Gigabyte NVIDIA GeForce RTX 3060 AORUS Elite Rev 2 OC 12GB GDDR6 PCIe 4.0 Graphics Card,287722.0,,,,,B09719T6FT,21eec95e-07c8-4ba7-b84a-29b3e8174e9c
Sapphire Technology AMD Radeon RX 6900 XT Toxic OC Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,269720.0,,,,,,2f849379-87e4-4b03-ad47-089edea3a918
PowerColor AMD Radeon RX 6600 XT Hellhound OC 8GB GDDR6 PCIe 4.0 Graphics Card,306472.0,,,,,,86d68bd9-3d8d-4649-8c4d-6ab5a56763f7
MSI NVIDIA GeForce RTX 3060 Ti Ventus 3X OC 8GB GDDR6 PCIe 4.0 Graphics Card,304592.0,,,,,,5a0429db-4d0a-4705-b8ef-2581e2f3865a
ASUS NVIDIA GeForce RTX 3070 Ti TUF Gaming OC 8GB GDDR6X PCIe 4.0 Graphics Card,283176.0,,,AS90YV0GYMAA,ASTUFRTX3070,,b4d5ea5f-4a8c-4d42-830e-4c4b9da976a7
PowerColor AMD Radeon RX 6800 XT Liquid Devil 16GB GDDR6 PCIe 4.0 Graphics Card,239202.0,,,,,,9c2d9d33-a97e-4572-bc13-0520c51af666
ASUS GeForce GT 710 Low Profile Passive 2GB GDDR5 PCIe Graphics Card,360297.0,,,,,,8edeea46-043c-440e-a51b-fa2360034639
MSI NVIDIA GeForce RTX 3060 Gaming X Trio OC 12GB GDDR6 PCIe 4.0 Graphics Card,234807.0,,314686,,MSG3060GXT12,,c345b527-145b-445a-a550-afcbab76273d
ASUS AMD Radeon RX 6900 XT TUF Gaming OC 16GB GDDR6 PCIe 4.0 Graphics Card,217331.0,,,,ASR6900XO16G,B0932RTBT2,1a9fd169-8a5b-40c4-9f51-5b8868f34611
PowerColor AMD Radeon RX 6600 XT Fighter 8GB GDDR6 PCIe 4.0 Graphics Card,309443.0,,,,,,985f06ed-a29e-4183-8ee2-a582e5219a48
MSI NVIDIA GeForce GT 730 N730K 4GD3/OCV1 OC 4GB DDR3 PCIe 2.0 Graphics Card,289488.0,,314671,,,,141df57a-495c-42ef-af60-20eb008906d4
MSI NVIDIA GeForce 210 N210 MD1G/D3 1GB DDR3 PCIe 2.0 Graphics Card,287391.0,,,,MSN210MD1GD3,,0cd9af7d-0b8a-4af6-8fc7-b983a42458e2
Visiontek SFF Radeon 7750 2GB GDDR5 PCIe 3.0 Graphics Card,10199.0,,,,VIHD77505MGC,,a511729d-3df9-4ac8-abb4-5a95817cd690
MSI NVIDIA GeForce GT 1030 2GD4 LP OC 2GB GDDR4 PCIe 3.0 Graphics Card,251686.0,,,,MSG103024PC,,d004160f-f447-4055-ab32-0e5ae1a4b080
MSI GeForce GTX 1660 Super Ventus XS OC 6GB GDDR6 PCIe 3.0 Graphics Card,42036.0,,314681,,,,dc374b58-a056-4a37-9b2e-2e9e95916809
Visiontek Radeon RX 560 4GB GDDR5 PCIe 3.0 Graphics Card,60939.0,,,,,B09G6KPHKN,1ddf6069-e0c9-45c7-98f8-35105f260691
Visiontek Radeon HD 5450 Low Profile Passive Cooled 1GB DDR3 PCIe 2.1 Graphics Card,10207.0,,,,VI54502GB,,c8f7dfb7-c2d8-4193-82c3-432b19f60930
MSI NVIDIA GeForce RTX 3060 Ti Gaming Z Trio 8GB GDDR6 PCIe 4.0 Graphics Card,313999.0,,,,MS3060TGZT8L,B09GHZGD5X,b6c4fc15-4730-4b0b-9194-f24b8d0fc563
MSI Radeon RX 5700 XT Gaming X 8GB GDDR6 PCIe 4.0 Graphics Card,42135.0,,,,,,496f3d90-a75c-478e-ba9f-b0e105eff162
MSI AMD Radeon RX 6600 XT Mech 2X OC 8GB GDDR6 PCIe 4.0 Graphics Card,308304.0,,,,,,e42b9daa-4de1-4580-92ad-bd9b7f4a40bd
Visiontek Radeon HD 5450 Low Profile Passive Cooled 2GB DDR3 PCIe 2.1 Graphics Card,10223.0,,,,DIHD5450,,ef097238-c70c-4573-b138-9e6dee7a1179
MSI GeForce GT 710 Low Profile Passive Cooled 1GB DDR3 PCIe 2.0 Graphics Card,963231.0,,,,MSGT7101GD3H,,ae5659e6-5924-4ab9-bc9b-ffbd48d43a81
Sapphire Technology Radeon RX 5700 XT NITRO+ OC 8GB GDDR6 PCIe 4.0 Graphics Card,998559.0,,,,,,9a8d89e5-3746-4c90-8080-5d45ac823cb3
PowerColor AMD Radeon RX 6600 XT Red Devil 8GB GDDR6 PCIe 4.0 Graphics Card,309641.0,,,,,,71d33d0f-0b5a-4c93-8a12-7c49d243962d
ASUS GeForce GT 1030 Passive 2GB GDDR5 PCIe Graphics Card,329623.0,,,,AST10302GCSM,,4a99d028-dc24-4818-bfe0-67ee68c8ece7
ASUS GeForce GT 710 Passive Cooled 2GB GDDR5 PCIe 2.0 Graphics Card,154088.0,,,,,,1f8b299b-8864-4a7d-a478-56f0a5a160d5
Visiontek Radeon HD 7750 Low Profile 2GB GDDR5 PCIe 3.0 Graphics Card,10124.0,,,,VIRHD7750GC,,5b042f44-6959-4e9f-854b-40d8642be6a2
PowerColor AMD Radeon RX 6700 XT Hellhound Spectral 12GB GDDR6 PCIe 4.0 Graphics Card,280016.0,,,,,,f7af4498-0e79-491d-b14a-d2a09657a2c3
MSI NVIDIA GeForce RTX 3070 SUPRIM X 8GB GDDR6 PCIe 4.0 Graphics Card,310169.0,,242879,,,,9921cc82-2feb-4f01-9b27-f8812b28b7b4
MSI GeForce RTX 3080 Ventus 3X OC 10GB GDDR6X PCIe 4.0 Graphics Card,172973.0,,,,,,55739e4c-512e-456a-b221-1ec7e18f587a
EVGA NVIDIA GeForce RTX 3080 FTW3 Ultra Gaming 10GB GDDR6X PCIe 4.0 Graphics Card,294058.0,,310451,EV1GP53897KL,,,161d0cd1-1233-4bf8-b73e-496724546f70
MSI GeForce GT 710 Low Profile Passive Cooled 2GB DDR3 PCIe 3.0 Graphics Card,963264.0,,314675,,,,4b9f15e5-9aed-4762-8222-57ca071a784a
ASUS NVIDIA GeForce RTX 3080 TUF Gaming V2 OC 10GB GDDR6X PCIe 4.0 Graphics Card,299594.0,,226285,ASRTX3080V2,ASTGR3080V2O,B097NF8LZ7,1e6c0443-56a6-45b2-aa0a-44d7caa0f32e
MSI NVIDIA GeForce RTX 3060 Gaming Z Trio OC 12GB GDDR6 PCIe 4.0 Graphics Card,322289.0,,,,,,c4d0b73a-2d47-4530-9dfd-3597a1da18b0
EVGA GeForce RTX 3080 FTW3 Ultra Gaming 10GB GDDR6X PCIe 4.0 Graphics Card,173013.0,,,EV1GP53897KL,,,440e08a0-e14a-4812-a01e-5aee4cf9301b
PowerColor AMD Radeon RX 6700 XT Hellhound 12GB GDDR6 PCIe 4.0 Graphics Card,247932.0,,,,,,0e74908a-2764-4e98-8eec-f7de39a86685
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus 12GB GDDR6 PCIe 4.0 Graphics Card (Refurbished),309765.0,,,,,,f56c1e85-449e-4689-bf72-9094ab062254
MSI NVIDIA GeForce GT 1030 LP OC 2GB GDDR5 PCIe 3.0 Graphics Card,234872.0,,,,MSG10302HPC,,a2732133-fc76-4846-803c-ad89d7088822
ASUS Radeon RX 5700 XT ROG Strix OC 8GB GDDR6 PCIe 4.0 Graphics Card,70995.0,,,ASRSRX57XTO8,,,c2fdecb9-569e-41ca-8a8a-fa351f16e126
ASUS GeForce RTX 3070 Dual OC 8GB GDDR6 PCIe 4.0 Graphics Card,196279.0,,,,,B09H3QSGYX,209b6528-b51d-41ae-a283-f7be620cb20f
ASUS NVIDIA GeForce RTX 2060 ROG Strix EVO V2 Gaming 6GB GDDR6 PCIe 3.0 Graphics Card,282210.0,,,,,,4a1b165f-16b0-4700-9ece-ebafe4e4ee4b
Gigabyte GeForce RTX 2060 OC 6GB GDDR6 PCIe 3.0 Graphics Card,925362.0,,,,,,fbfabe72-9fa3-4ae5-8748-9533d0eaee3f
PowerColor AMD Radeon RX 6800 Fighter OC 16GB GDDR6 PCIe 4.0 Graphics Card,217729.0,,,,,,271b5b93-68bb-4f2d-9104-4f5b7336e31a
Sapphire Technology Radeon RX 5700 XT Pulse OC 8GB GDDR6 PCIe 4.0 Graphics Card,978486.0,,,,,,741f1b32-a318-4ef8-b911-588e693c7b1d
ASUS NVIDIA GeForce GT 730 Low Profile Passive Cooled 2GB GDDR5 PCIe 3.0 Graphics Card,324053.0,,,,,,1539eed2-8724-464d-9a93-d014b31ee80d
ASUS GeForce RTX 3080 TUF Gaming OC 10GB GDDR6X PCIe 4.0 Graphics Card,173096.0,,,,,,da200194-f0bd-45f2-bc5e-c18b3af333b1
ASUS GeForce GTX 1660 Super Advance ROG Strix OC 6GB GDDR6 PCIe 3.0 Graphics Card,71092.0,,,,,,9fcdc8b8-f618-4392-9afc-746fc40de119
MSI GeForce RTX 3070 Ventus 3X OC 8GB GDDR6 PCIe 4.0 Graphics Card,193326.0,,,,,B09H3XGRBZ,58c857eb-a0a0-40d3-92bf-9f72b6f6b3fa
MSI NVIDIA GeForce GT 730 N730K 2GD3H/LPV1 Passive Cooled 2GB DDR3 PCIe 2.0 Graphics Card,289496.0,,,,,,d80216d1-f40a-43d9-aa03-3ba80dd3b859
Sapphire Technology AMD Radeon RX 6900 XT Toxic Gaming Limited Edition OC Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,324061.0,,,,,,85cb649c-ffc0-4fb1-98b7-03afa3d86c1e
MSI GeForce GTX 1660 Ti Ventus XS OC 6GB GDDR6 PCIe 3.0 Graphics Card,897280.0,,314677,,,,067c6a67-de01-491d-a68a-257e32515bab
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus OC 12GB GDDR6 PCIe 4.0 Graphics Card (Refurbished),309781.0,,,,,,8c6bcb37-eedc-475e-85ac-53a0b522d0c1
MSI Radeon RX 5500 XT Mech OC 8GB GDDR6 PCIe 4.0 Graphics Card,60996.0,,,,,,8e3c1c2b-0b5a-47aa-b3d9-17a874ce7bf5
Gigabyte GeForce GT 1030 Low Profile 2GB GDDR5 PCIe 3.0 Graphics Card,329185.0,,,,,,8789f0b4-538b-4675-a14e-f0db3474eedf
MSI AMD Radeon RX 6700 XT Gaming X 12GB GDDR6 PCIe 4.0 Graphics Card,250043.0,,,,MSR6700XTGX,,cd514709-7fcd-40c3-8131-3f772af3b16b
MSI NVIDIA GeForce GT 710 2GD3 LP 2GB DDR3 PCIe 2.0 Graphics Card,287227.0,,263326,,,,479d644b-3074-4578-9e91-793785631528
PowerColor AMD Radeon RX 6900 XT Liquid Devil OC Liquid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,239616.0,,,,,,3176fa34-4085-466e-b292-414bc442104b
EVGA NVIDIA GeForce RTX 3080 Ti 12GB GDDR6X Graphics Card,,,304749,MSIG38TGXT12,,,28272f83-405c-461f-b7e9-fa74b7ffd395
NVIDIA GeForce RTX 3090 FTW3 Ultra Gaming Graphics Card,,,252769,,,,8ff2698e-866a-47e6-b5a0-f6bf8b2e7351
EVGA NVIDIA GeForce GTX 1660 SUPER SC ULTRA 6GB GDDR6 PCIe 3.0 Graphics Card,,,310449,,,,9fe2efab-2189-4862-9b79-12a2c51ca55a
NVIDIA GeForce RTX 3080 10 GB GDDR6X Suprim X Graphic Card,,,309410,,,,347f4e23-97eb-4f9d-955b-f4dde1593ad2
EVGA GeForce RTX 3060 Ti FTW3 8GB GDDR6 Gaming Graphics Card W/X17 Gaming Mouse,,,,EV08GP53667B,,,229b28c4-cb19-44a7-96eb-f3627433d789
EVGA GeForce RTX 3080 Ti XC3 Ultra 12GB GDDR6X Gaming Graphics Card W/Keyboard,,,,EV12GP5395KA,,B0979GYMHP,37274ea4-775b-43a8-bb3d-ac6eb936eb8b
EVGA GeForce RTX 3070 Ti XC3 Gaming 8GB GDDR6X Graphic Card,,,,EV8GP53785KL,,,6e9aae44-e953-42fe-819e-960605570ea3
ASUS TUF Gaming NVIDIA RTX 3080 V2 OC Edition 10GB GDDR6X Graphics Card W/Mouse,,,,ASRTX3080V2A,,,f6f051fd-6506-4c6d-902e-5cfd5366a7a2
GeForce RTX 3070 XC3 Ultra 8GB GDDR6 Gaming Graphics Card With X17 Gaming Mouse,,,,EV08G5375KLA,,,34a27919-cef5-4dff-8e56-e7064bd81d1d
PNY GeForce RTX 3060 12GB XLR8 Gaming Graphics Card ,,,,PNVC12DFXPPB,PNR306012RED,,c0d848e2-7bc4-4bd7-bf2c-ed66a34cb734
EVGA GeForce RTX 3070 Ti FTW3 Ultra Gaming 8GB GDDR6X Graphics Card W/X17 Mouse,,,,EV8GP53797KA,,,cd50fdd7-a583-400d-bec8-a811f8aa9d0e
