Product_Name,Product_Price,Product_link,Product_Stock
MSI Gaming X Trio GeForce RTX 3070 Ti OC Graphics Card 8GB GDRR6X 256-Bit PCIe 4.0 x16 Triple-Fan TRI FROZR 2 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix_ HDMI Cable ,1649.99,https://www.amazon.com/GeForce-Graphics-Triple-Fan-Architecture-DisplayPort/dp/B09D17W92Y/ref=sr_1_20?dchild=1&keywords=3070+Graphics+Card&qid=1633393845&sr=8-20,Only 5 left in stock - order soon.
MSI Gaming GeForce RTX 3080 OC Ventus 3X LHR Graphics Card 10GB GDRR6X 320-Bit PCI Express 4.0 x16 Torx Fan 3 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix_HDMI Cable ,1799.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A041856926RAC45ZY6PRD&url=%2FGeForce-Graphics-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09GSD99MW%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1633393847%26sr%3D8-1-spons%26psc%3D1&qualifier=1633393847&id=1595198391419280&widgetName=sp_atf,Only 2 left in stock - order soon.
MSI Gaming GeForce RTX 3080 LHR 10GB GDRR6X 320-Bit HDMI/DP Nvlink Torx Fan 4 RGB Ampere Architecture OC Graphics Card (RTX 3080 Gaming Z Trio 10G LHR) ,1849.0,https://www.amazon.com/MSI-GeForce-RTX-3080-LHR/dp/B0995S7548/ref=sr_1_3?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-3,Only 2 left in stock - order soon.
MSI Gaming GeForce RTX 3080 10GB GDRR6X 320-Bit HDMI/DP 1920 MHz Ampere Architecture OC Graphics Card (RTX 3080 Suprim X 10G) ,Not available,https://www.amazon.com/MSI-RTX-3080-Architecture-10G/dp/B08QW8BKDV/ref=sr_1_5?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-5,out of stock
MSI Gaming GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 x16 ATX Video Card RTX 3080 Gaming Z Trio 10G ,Not available,https://www.amazon.com/MSI-GeForce-RTX-3080-10G/dp/B0932CTHP6/ref=sr_1_6?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-6,out of stock
MSI Gaming GeForce RTX 3080 LHR 10GB GDRR6X 320-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3080 Ventus 3X 10G OC LHR) ,Not available,https://www.amazon.com/MSI-GeForce-RTX-3080-LHR/dp/B0987CCX66/ref=sr_1_7?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-7,out of stock
"MSI Gaming GeForce RTX 3080 Ti OC Gaming Trio X Graphics Card, 12GB GDRR6X 320-Bit PCIe 4.0, Torx Fan 4.0 Ampere Architecture, DisplayPort x3 (v1.4) HDMI x1 w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ",2299.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07477961TKLYFWZ5QCZF&url=%2FGeForce-Graphics-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09GPX5SQJ%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1633393847%26sr%3D8-11-spons%26psc%3D1&qualifier=1633393847&id=1595198391419280&widgetName=sp_mtf,Only 4 left in stock - order soon.
"MSI Gaming GeForce RTX 3080 Ti OC Gaming Trio X Graphics Card, 12GB GDRR6X 320-Bit PCIe 4.0, Torx Fan 4.0 Ampere Architecture, DisplayPort x3 (v1.4) HDMI x1 w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ",Not available,https://www.amazon.com/GeForce-Graphics-Architecture-DisplayPort-Mytrix_HDMI/dp/B09DJ4BZBN/ref=sr_1_13?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-13,out of stock
MSI Gaming GeForce RTX 3080 Ti 12GB GDRR6X 320-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3080 Ti Gaming X Trio 12G) ,Not available,https://www.amazon.com/MSI-Gaming-RTX-3080-Trio/dp/B095VZ6F73/ref=sr_1_19?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-19,out of stock
MSI Gaming GeForce RTX 3080 OC Ventus 3X LHR Graphics Card 10GB GDRR6X 320-Bit PCIe4.0 Torx Fan 3 Ampere Architecture 1 x HDMI 2.1 3 x DisplayPort 1.4a w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,1799.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04186693OOFBC20GVU8Q&url=%2FGeForce-Graphics-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09GSD7N36%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1633393847%26sr%3D8-21-spons%26psc%3D1&qualifier=1633393847&id=1595198391419280&widgetName=sp_btf,Only 5 left in stock - order soon.
MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Nvlink Torx Fan 3.0 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI Cable ,3699.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09155583T12ILIHM6KLP&url=%2FGraphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI%2Fdp%2FB09CHC18N9%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1633393848%26sr%3D8-1-spons%26psc%3D1&qualifier=1633393848&id=5026503413331015&widgetName=sp_atf,Only 5 left in stock - order soon.
MSI GeForce RTX 3090 Trio DirectX 12 Graphics Card 24GB 384-Bit GDDR6X PCIe 4.0 HDCP Ready Tri-Frozr 2 Ampere Architecture DisplayPort x 3 (v1.4a) / HDMI 2.1 x 1 w/ Mytrix HDMI Cable ,3499.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09062462J3N50T8KRA5F&url=%2FGeForce-Graphics-Tri-Frozr-Architecture-DisplayPort%2Fdp%2FB097YZFT5K%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1633393848%26sr%3D8-2-spons%26psc%3D1&qualifier=1633393848&id=5026503413331015&widgetName=sp_atf,Only 1 left in stock - order soon.
MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Nvlink Torx Fan 3.0 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI Cable ,3699.99,https://www.amazon.com/Graphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI/dp/B09CHC18N9/ref=sr_1_5?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-5,Only 5 left in stock - order soon.
MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,Not available,https://www.amazon.com/Graphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI/dp/B09CHF6R2Y/ref=sr_1_7?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-7,out of stock
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP Nvlink Tri-Frozr 2 Ampere Architecture OC Graphics Card (RTX 3090 GAMING X TRIO 24G) ,Not available,https://www.amazon.com/MSI-GeForce-Tri-Frozr-Architecture-Graphics/dp/B08HRBW6VB/ref=sr_1_9?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-9,out of stock
MSI GeForce RTX 3090 Trio DirectX 12 Graphics Card 24GB 384-Bit GDDR6X PCIe 4.0 HDCP Ready Tri-Frozr 2 Ampere Architecture DisplayPort x 3 (v1.4a) / HDMI 2.1 x 1 w/ Mytrix HDMI Cable ,3499.99,https://www.amazon.com/GeForce-Graphics-Tri-Frozr-Architecture-DisplayPort/dp/B097YZFT5K/ref=sr_1_10?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-10,Only 1 left in stock - order soon.
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3090 VENTUS 3X 24G OC) ,Not available,https://www.amazon.com/MSI-GeForce-RTX-3090-VENTUS/dp/B08HR9D2JS/ref=sr_1_13?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-13,out of stock
MSI Gaming Radeon RX 6900 XT Boost Clock Up to 2340 MHz 256-bit 16GB GDDR6 DP/HDMI Triple Torx 4.0 Fans FreeSync DirectX 12 VR Ready RGB Graphics Card (RX 6900 XT Gaming X Trio 16G) ,2089.0,https://www.amazon.com/MSI-Gaming-6900-Trio-16G/dp/B08W2GPR62/ref=sr_1_3?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-3,out of stock
MSI Gaming Radeon RX 6900 XT Gaming Z Trio 16G 16GB GDDR6 256-Bit HDMI/DP Nvlink Torx Fan 4 AMD Graphics Card (RX 6900 XT Gaming Z Trio 16G) ,1899.99,https://www.amazon.com/MSI-Radeon-RX-6900-16G/dp/B096M7NPNP/ref=sr_1_9?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-9,Only 5 left in stock - order soon.
MSI Gaming Radeon RX 6800 XT 16GB GDRR6 256-Bit HDMI/DP 2285 MHz RDNA 2 Architecture OC Graphics Card (RX 6800 XT Gaming X Trio 16G) ,Not available,https://www.amazon.com/MSI-Radeon-6800-Architecture-16G/dp/B08RJ6YBH5/ref=sr_1_8?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-8,out of stock
MSI GeForce RTX 3060 GAMING X 12GB GDDR6 PCI Express 4.0 Graphics Card,$559.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-rtx-3060-gaming-x-12gb-gddr6-pci-express-4.0-graphics-card/11164400.html?condition=New,Out of Stock
MSI GeForce GTX 1660 SUPER VENTUS XS OC 6GB GDDR6 PCI Express 3.0 Graphics Card,$459.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-gtx-1660-super-ventus-xs-oc-6gb-gddr6-pci-express-3.0-graphics-card/11164392.html?condition=New,Out of Stock
MSI GXT12 RTX 3060 GAMING X TRIO 12GB GDDR6 PCI Express 4.0 Graphics Card,$589.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-gxt12-rtx-3060-gaming-x-trio-12gb-gddr6-pci-express-4.0-graphics-card/11164397.html?condition=New,Out of Stock
MSI GeForce GTX 1660 Ti GAMING X 6G OC 6GB PCI Express 3.0 Graphics Card,$409.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-gtx-1660-ti-gaming-x-6g-oc-6gb-pci-express-3.0-graphics-card/11164387.html?condition=New,Out of Stock
MSI GT 710 2GB DDR3 PCI Express 2.0 Noise Free Low Profile Graphics Card,$69.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-gt-710-2gb-ddr3-pci-express-2.0-noise-free-low-profile-graphics-card/11164384.html?condition=New,Out of Stock
MSI GT 710 1GB DDR3 PCI Express 2.0 x8 Noise Free Low Profile Graphics Card,$59.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-gt-710-1gb-ddr3-pci-express-2.0-x8-noise-free-low-profile-graphics-card/11164385.html?condition=New,Out of Stock
MSI GT 710 2GB DDR3 PCI Express 2.0 Low Profile Graphics Card,$69.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-gt-710-2gb-ddr3-pci-express-2.0-low-profile-graphics-card/11164386.html?condition=New,Out of Stock
MSI GT 730 4GB DDR3 PCI Express 2.0 Graphics Card,$146.66,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-gt-730-4gb-ddr3-pci-express-2.0-graphics-card/11164382.html?condition=New,Out of Stock
MSI GeForce GTX 1650 D6 VENTUS XS OC 4GB GDDR6 PCI Express 3.0 Graphics Card,$309.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-gtx-1650-d6-ventus-xs-oc-4gb-gddr6-pci-express-3.0-graphics-card/11164394.html?condition=New,Out of Stock
MSI GeForce GTX 1660 VENTUS XS 6G OC 6GB GDDR5 PCI Express 3.0 Graphics Card,$349.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-gtx-1660-ventus-xs-6g-oc-6gb-gddr5-pci-express-3.0-graphics-card/11164389.html?condition=New,Out of Stock
MSI GeForce GTX 1660 Ti VENTUS XS 6G OC 6GB GDDR6 PCI Express 3.0 Graphics Card,$379.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-gtx-1660-ti-ventus-xs-6g-oc-6gb-gddr6-pci-express-3.0-graphics-card/11164388.html?condition=New,Out of Stock
MSI GT 710 1GB DDR3 PCI Express 2.0 x16 Noise Free Low Profile Graphics Card,$59.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-gt-710-1gb-ddr3-pci-express-2.0-x16-noise-free-low-profile-graphics-card/11164383.html?condition=New,Out of Stock
MSI GeForce GTX 1660 Ti GAMING 6G OC 6GB GDDR6 PCI Express 3.0 Graphics Card,$409.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-gtx-1660-ti-gaming-6g-oc-6gb-gddr6-pci-express-3.0-graphics-card/11164390.html?condition=New,Out of Stock
MSI GeForce GTX 1650 D6 VENTUS XS OCV1 4GB GDDR6 PCI Express 3.0 Graphics Card,$309.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-gtx-1650-d6-ventus-xs-ocv1-4gb-gddr6-pci-express-3.0-graphics-card/11164396.html?condition=New,Out of Stock
MSI GeForce GTX 1650 D6 GAMING X 4GB GDDR6 PCI Express 3.0 Graphics Card,$329.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-geforce-gtx-1650-d6-gaming-x-4gb-gddr6-pci-express-3.0-graphics-card/11164393.html?condition=New,Out of Stock
