Product_Name,Product_Price,Product_link,Product_Stock
MSI GXT12 RTX 3060 GAMING X TRIO 12GB GDDR6 PCI Express 4.0 Graphics Card,589.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/msi-gxt12-rtx-3060-gaming-x-trio-12gb-gddr6-pci-express-4.0-graphics-card/11164397.html?condition=New,Out of Stock
ASUS ROG Strix NVIDIA GeForce RTX 3060 OC Edition Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-tech-2-7-Slot/dp/B08WGTL4CW/ref=sr_1_6?dchild=1&keywords=3060+Graphics+Card&qid=1633393844&sr=8-6,out of stock
ASUS ROG Strix Gaming GeForce RTX 3080 Ti OC Edition Graphics Card,2749.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09229182Z2L5AD7SGQ8A&url=%2FGraphics-Axial-tech-2-9-Slot-DisplayPort-Mytrix_HDMI%2Fdp%2FB09HJS8XQW%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1633393847%26sr%3D8-16-spons%26psc%3D1&qualifier=1633393847&id=1595198391419280&widgetName=sp_mtf,Only 4 left in stock - order soon.
ASUS ROG Strix LC NVIDIA GeForce RTX 3080 Ti OC Edition Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Full-Coverage-Radiator/dp/B097NLSLLX/ref=sr_1_17?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-17,out of stock
ASUS ROG Strix Gaming GeForce RTX 3080 Ti OC Graphics Card,2749.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09230741PA7S86O0R2NB&url=%2FGeForce-Graphics-Axial-tech-DisplayPort-Mytrix_HDMI%2Fdp%2FB09HJGLC3G%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1633393847%26sr%3D8-22-spons%26psc%3D1&qualifier=1633393847&id=1595198391419280&widgetName=sp_btf,Only 6 left in stock - order soon.
ASUS ROG STRIX NVIDIA GeForce RTX 3090 Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-Tech-2-9-Slot/dp/B08J6GMWCQ/ref=sr_1_8?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-8,out of stock
ASUS ROG Strix NVIDIA GeForce RTX 3090 White OC Edition Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-tech-2-9-Slot/dp/B08R133PYZ/ref=sr_1_14?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-14,out of stock
Kdoufper ROG Strix GeForce RTX 3090 Gaming Graphics Card,1669.0,https://www.amazon.com/Kdoufper-Graphics-Axial-Tech-2-9-Slot-DisplayPort/dp/B09GFX9BDZ/ref=sr_1_20?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-20,out of stock
ASUS ROG Strix LC AMD Radeon RX 6900 XT TOP Edition Gaming Graphics Card,2397.83,https://www.amazon.com/ASUS-Graphics-DisplayPort-Full-coverage-radiator/dp/B0966YJGLT/ref=sr_1_17?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-17,Only 3 left in stock - order soon.
ASUS ROG Strix LC AMD Radeon RX 6800 XT OC Edition Gaming Graphics Card,1899.99,https://www.amazon.com/ASUS-Graphics-DisplayPort-Full-Coverage-Radiator/dp/B08NWHKGS9/ref=sr_1_9?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-9,Only 3 left in stock - order soon.
ROG STRIX RX6700XT O12G Graphics Card,919.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/rog-strix-rx6700xt-o12g-graphics-card/11135066.html?condition=New,Out of Stock
ASUS TUF Gaming NVIDIA GeForce RTX 3060 OC Edition Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Military-Grade-Certification/dp/B08WHJPBFX/ref=sr_1_4?dchild=1&keywords=3060+Graphics+Card&qid=1633393844&sr=8-4,out of stock
ASUS ROG Strix NVIDIA GeForce RTX 3060 OC Edition Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-tech-2-7-Slot/dp/B08WGTL4CW/ref=sr_1_6?dchild=1&keywords=3060+Graphics+Card&qid=1633393844&sr=8-6,out of stock
ASUS TUF Gaming NVIDIA GeForce RTX 3060 V2 OC Edition Graphics Card,849.99,https://www.amazon.com/ASUS-Graphics-DisplayPort-Military-Grade-Certification/dp/B0985VND1G/ref=sr_1_9?dchild=1&keywords=3060+Graphics+Card&qid=1633393844&sr=8-9,Only 1 left in stock - order soon.
ASUS Dual NVIDIA GeForce RTX 3060 OC Edition Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-tech-Technology/dp/B08XNLLPY7/ref=sr_1_13?dchild=1&keywords=3060+Graphics+Card&qid=1633393844&sr=8-13,out of stock
ASUS Phoenix NVIDIA GeForce RTX 3060 Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-DisplayPort-Axial-tech-Protective-Backplate/dp/B096L2R3GP/ref=sr_1_20?dchild=1&keywords=3060+Graphics+Card&qid=1633393844&sr=8-20,out of stock
ASUS TUF Gaming NVIDIA GeForce RTX 3070 OC Edition Graphics Card,Not available,https://www.amazon.com/ASUS-GeForce-Graphics-DisplayPort-Bearings/dp/B08L8KC1J7/ref=sr_1_4?dchild=1&keywords=3070+Graphics+Card&qid=1633393845&sr=8-4,out of stock
ASUS TUF Gaming NVIDIA GeForce RTX 3070 Ti OC Edition Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Military-Grade-Certification/dp/B096YPLGHG/ref=sr_1_12?dchild=1&keywords=3070+Graphics+Card&qid=1633393845&sr=8-12,out of stock
ASUS Dual GeForce RTX 3070 Non-LHR Graphics Card,1614.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A06439102F0U6WO7INTUS&url=%2FGraphics-Streaming-Multiprocessors-DisplayPort-Mytrix_HDMI%2Fdp%2FB09H3QSGYX%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3D3070%2BGraphics%2BCard%26qid%3D1633393845%26sr%3D8-21-spons%26psc%3D1&qualifier=1633393845&id=6653941944924609&widgetName=sp_btf,Only 2 left in stock - order soon.
ASUS TUF Gaming GeForce RTX 3080 Ti OC Graphics Card,2549.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0368250TFAWJWFPKVV6&url=%2FGeForce-Graphics-Bearings-Axial-Tech-DisplayPort%2Fdp%2FB097NF8LZ7%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1633393847%26sr%3D8-2-spons%26psc%3D1&qualifier=1633393847&id=1595198391419280&widgetName=sp_atf,Only 1 left in stock - order soon.
ASUS TUF Gaming NVIDIA GeForce RTX 3080 Ti OC Edition Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Military-Grade-Certification/dp/B096L3GLYS/ref=sr_1_10?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-10,out of stock
ASUS ROG Strix Gaming GeForce RTX 3080 Ti OC Edition Graphics Card,2749.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09229182Z2L5AD7SGQ8A&url=%2FGraphics-Axial-tech-2-9-Slot-DisplayPort-Mytrix_HDMI%2Fdp%2FB09HJS8XQW%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1633393847%26sr%3D8-16-spons%26psc%3D1&qualifier=1633393847&id=1595198391419280&widgetName=sp_mtf,Only 4 left in stock - order soon.
ASUS ROG Strix LC NVIDIA GeForce RTX 3080 Ti OC Edition Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Full-Coverage-Radiator/dp/B097NLSLLX/ref=sr_1_17?dchild=1&keywords=3080+Graphics+Card&qid=1633393847&sr=8-17,out of stock
ASUS ROG Strix Gaming GeForce RTX 3080 Ti OC Graphics Card,2749.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09230741PA7S86O0R2NB&url=%2FGeForce-Graphics-Axial-tech-DisplayPort-Mytrix_HDMI%2Fdp%2FB09HJGLC3G%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3D3080%2BGraphics%2BCard%26qid%3D1633393847%26sr%3D8-22-spons%26psc%3D1&qualifier=1633393847&id=1595198391419280&widgetName=sp_btf,Only 6 left in stock - order soon.
ASUS ROG STRIX NVIDIA GeForce RTX 3090 Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-Tech-2-9-Slot/dp/B08J6GMWCQ/ref=sr_1_8?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-8,out of stock
ASUS TUF Gaming NVIDIA GeForce RTX 3090 OC Edition Graphics Card,Not available,https://www.amazon.com/ASUS-GeForce-Graphics-DisplayPort-Bearings/dp/B08HJGNJ81/ref=sr_1_12?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-12,out of stock
ASUS ROG Strix NVIDIA GeForce RTX 3090 White OC Edition Gaming Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-tech-2-9-Slot/dp/B08R133PYZ/ref=sr_1_14?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-14,out of stock
ASUS TUF Gaming AMD Radeon RX 6900 XT OC Edition Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-All-Aluminum-Reinforced/dp/B08R81J62G/ref=sr_1_6?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-6,out of stock
ASUS ROG Strix LC AMD Radeon RX 6900 XT TOP Edition Gaming Graphics Card,2397.83,https://www.amazon.com/ASUS-Graphics-DisplayPort-Full-coverage-radiator/dp/B0966YJGLT/ref=sr_1_17?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-17,Only 3 left in stock - order soon.
ASUS TUF Gaming AMD Radeon RX 6800 XT OC Edition Graphics Card,1649.95,https://www.amazon.com/ASUS-Graphics-DisplayPort-All-Aluminum-Reinforced/dp/B08P3ZN62G/ref=sr_1_6?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-6,Only 10 left in stock - order soon.
ASUS ROG Strix LC AMD Radeon RX 6800 XT OC Edition Gaming Graphics Card,1899.99,https://www.amazon.com/ASUS-Graphics-DisplayPort-Full-Coverage-Radiator/dp/B08NWHKGS9/ref=sr_1_9?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-9,Only 3 left in stock - order soon.
ASUS TUF Gaming AMD Radeon RX 6800 OC Edition Graphics Card,Not available,https://www.amazon.com/ASUS-Graphics-DisplayPort-All-Aluminum-Reinforced/dp/B08P3YT3MY/ref=sr_1_16?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-16,out of stock
ASUS TUF Gaming GeForce RTX 3080 Ti OC Graphics Card,2549.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0395402I2XMM1XI597P&url=%2FGeForce-Graphics-Bearings-Axial-Tech-DisplayPort%2Fdp%2FB097NF8LZ7%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1633393850%26sr%3D8-22-spons%26psc%3D1&qualifier=1633393850&id=5616857802422762&widgetName=sp_btf,Only 1 left in stock - order soon.
ASUS GeForce RTX 3070 Dual Fan 8GB GDDR6 Gaming Graphics Card,689.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/asus-geforce-rtx-3070-dual-fan-8gb-gddr6-gaming-graphics-card/11135062.html?condition=New,Out of Stock
ASUS TUF Gaming GeForce RTX 3060 OC Gaming Graphics Card,509.99,https://www.gamestop.com/consoles-hardware/desktops-laptops/pc-components/video-cards/products/asus-tuf-gaming-geforce-rtx-3060-oc-gaming-graphics-card/11138943.html?condition=New,Out of Stock
